variation_group_id,program_family,name_1,name_2,source,url,stem_fields_1,stem_fields_2,distinguishing_feature,name_similarity,recommendation,index_1,index_2
VAR_133,Pioneer Academics,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Chemistry; Field: Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry",68.75%,keep_separate,131,135
VAR_134,Pioneer Academics,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Chemistry; Field: Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry",63.37%,keep_separate,131,136
VAR_135,Pioneer Academics,Pioneer Academics - Chemistry and Materials Science,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Chemistry; Field: Chemistry, Materials Science, Chemical Engineering, Nanotechnology, Organic Chemistry",65.42%,keep_separate,131,137
VAR_136,Pioneer Academics,Pioneer Academics - Engineering and Robotics,Pioneer Academics - Data Science and Statistics,Pioneer Academics,https://pioneeracademics.com/subjects/,"Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Subject: Engineering; Subject: Biomedical; Subject: Robotics; Field: Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design",70.33%,keep_separate,132,133
VAR_137,Pioneer Academics,Pioneer Academics - Engineering and Robotics,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics,https://pioneeracademics.com/subjects/,"Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Subject: Engineering; Subject: Biomedical; Subject: Robotics; Field: Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design",63.16%,keep_separate,132,134
VAR_138,Pioneer Academics,Pioneer Academics - Engineering and Robotics,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Engineering; Subject: Biomedical; Subject: Robotics; Field: Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design",65.17%,keep_separate,132,135
VAR_139,Pioneer Academics,Pioneer Academics - Engineering and Robotics,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Engineering; Subject: Biomedical; Subject: Robotics; Field: Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design",59.57%,keep_separate,132,136
VAR_140,Pioneer Academics,Pioneer Academics - Engineering and Robotics,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Engineering; Subject: Biomedical; Subject: Robotics; Field: Engineering, Robotics, Mechanical Engineering, Electrical Engineering, Design",60.00%,keep_separate,132,137
VAR_141,Pioneer Academics,Pioneer Academics - Data Science and Statistics,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics,https://pioneeracademics.com/subjects/,"Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Subject: Machine Learning; Subject: Data Science; Field: Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis",75.51%,keep_separate,133,134
VAR_142,Pioneer Academics,Pioneer Academics - Data Science and Statistics,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Machine Learning; Subject: Data Science; Field: Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis",58.70%,keep_separate,133,135
VAR_143,Pioneer Academics,Pioneer Academics - Data Science and Statistics,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Machine Learning; Subject: Data Science; Field: Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis",59.79%,keep_separate,133,136
VAR_144,Pioneer Academics,Pioneer Academics - Data Science and Statistics,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Machine Learning; Subject: Data Science; Field: Data Science, Statistics, Analytics, Machine Learning, Quantitative Analysis",66.02%,keep_separate,133,137
VAR_145,Pioneer Academics,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics - Economics and Game Theory,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Subject: Biology; Subject: Biomedical; Field: Biomedical Science, Medicine, Immunology, Pathology, Clinical Research",68.75%,keep_separate,134,135
VAR_146,Pioneer Academics,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Biology; Subject: Biomedical; Field: Biomedical Science, Medicine, Immunology, Pathology, Clinical Research",63.37%,keep_separate,134,136
VAR_147,Pioneer Academics,Pioneer Academics - Biomedical Science and Medicine,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Biomedical Science, Medicine, Immunology, Pathology, Clinical Research","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Biology; Subject: Biomedical; Field: Biomedical Science, Medicine, Immunology, Pathology, Clinical Research",65.42%,keep_separate,134,137
VAR_148,Pioneer Academics,Pioneer Academics - Economics and Game Theory,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics,https://pioneeracademics.com/subjects/,"Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Subject: Economics; Field: Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis",61.05%,keep_separate,135,136
VAR_149,Pioneer Academics,Pioneer Academics - Economics and Game Theory,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Subject: Economics; Field: Economics, Game Theory, Mathematics, Behavioral Economics, Quantitative Analysis",65.35%,keep_separate,135,137
VAR_150,Pioneer Academics,Pioneer Academics - Public Health and Epidemiology,Pioneer Academics - Applied Mathematics and Optimization,Pioneer Academics,https://pioneeracademics.com/subjects/,"Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention","Applied Mathematics, Optimization, Operations Research, Mathematical Modeling, Algorithms","Field: Public Health, Epidemiology, Biostatistics, Health Policy, Disease Prevention",71.70%,keep_separate,136,137
VAR_151,Stanford Pre-Collegiate,Stanford Pre-Collegiate Summer Institutes,Stanford University Mathematics Camp (SUMaC),Stanford Pre-Collegiate Programs,https://spcs.stanford.edu/programs,"Computer Science, Engineering, Science, Mathematics",Mathematics,"Subject: Computer Science; Subject: Engineering; Session: Summer; Field: Computer Science, Engineering, Science, Mathematics",42.35%,keep_separate,39,40
VAR_152,Stanford Pre-Collegiate,Stanford Pre-Collegiate Summer Institutes,Stanford University-Level Online Math & Physics,Stanford Pre-Collegiate Programs,https://spcs.stanford.edu/programs,"Computer Science, Engineering, Science, Mathematics","Mathematics, Physics","Subject: Computer Science; Subject: Engineering; Session: Summer; Field: Computer Science, Engineering, Science, Mathematics",45.45%,keep_separate,39,47
VAR_153,Unknown,Stanford University Mathematics Camp (SUMaC),Stanford University-Level Online Math & Physics,Stanford Pre-Collegiate Programs,https://spcs.stanford.edu/programs,Mathematics,"Mathematics, Physics",Subject: Mathematics; Field: Mathematics,59.34%,keep_separate,40,47
VAR_154,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Engineering, Design, Technology","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",74.67%,keep_separate,41,42
VAR_155,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Artificial Intelligence, Computer Science, Machine Learning","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",73.56%,keep_separate,41,43
VAR_156,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Biomedical Science, Biology, Medicine","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",84.34%,keep_separate,41,44
VAR_157,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Physics, Mathematics","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",73.24%,keep_separate,41,45
VAR_158,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Data Science, Statistics, Computer Science","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",86.84%,keep_separate,41,46
VAR_159,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Game Design,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Computer Science, Game Development, Design","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",80.00%,keep_separate,41,48
VAR_160,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Robotics,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Robotics, Engineering, Computer Science","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",72.22%,keep_separate,41,49
VAR_161,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Environmental Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Environmental Science, Biology, Chemistry","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",82.35%,keep_separate,41,50
VAR_162,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Medical Sciences,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Medicine, Health Sciences, Biology","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",82.50%,keep_separate,41,51
VAR_163,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Chemistry,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Chemistry, Science","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",76.71%,keep_separate,41,52
VAR_164,Stanford Pre-Collegiate,Stanford Pre-Collegiate Computer Science,Stanford Pre-Collegiate Business & Entrepreneurship,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Computer Science, Programming, Software Engineering","Business, Entrepreneurship, Technology","Subject: Computer Science; Field: Computer Science, Programming, Software Engineering",65.93%,keep_separate,41,53
VAR_165,Stanford Pre-Collegiate,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Engineering, Design, Technology","Artificial Intelligence, Computer Science, Machine Learning","Subject: Engineering; Subject: Biomedical; Field: Engineering, Design, Technology",65.85%,keep_separate,42,43
VAR_166,Stanford Pre-Collegiate,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Engineering, Design, Technology","Biomedical Science, Biology, Medicine","Subject: Engineering; Subject: Biomedical; Field: Engineering, Design, Technology",69.23%,keep_separate,42,44
VAR_167,Stanford Pre-Collegiate,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Engineering, Design, Technology","Physics, Mathematics","Subject: Engineering; Subject: Biomedical; Field: Engineering, Design, Technology",75.76%,keep_separate,42,45
VAR_168,Stanford Pre-Collegiate,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Engineering, Design, Technology","Data Science, Statistics, Computer Science","Subject: Engineering; Subject: Biomedical; Field: Engineering, Design, Technology",76.06%,keep_separate,42,46
VAR_169,Stanford Pre-Collegiate,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Game Design,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Engineering, Design, Technology","Computer Science, Game Development, Design","Subject: Engineering; Subject: Biomedical; Field: Engineering, Design, Technology",74.29%,keep_separate,42,48
VAR_170,Stanford Pre-Collegiate,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Robotics,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Engineering, Design, Technology","Robotics, Engineering, Computer Science","Subject: Engineering; Subject: Biomedical; Field: Engineering, Design, Technology",74.63%,keep_separate,42,49
VAR_171,Stanford Pre-Collegiate,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Environmental Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Engineering, Design, Technology","Environmental Science, Biology, Chemistry","Subject: Engineering; Subject: Biomedical; Field: Engineering, Design, Technology",77.50%,keep_separate,42,50
VAR_172,Stanford Pre-Collegiate,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Medical Sciences,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Engineering, Design, Technology","Medicine, Health Sciences, Biology","Subject: Engineering; Subject: Biomedical; Field: Engineering, Design, Technology",72.00%,keep_separate,42,51
VAR_173,Stanford Pre-Collegiate,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Chemistry,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Engineering, Design, Technology","Chemistry, Science","Subject: Engineering; Subject: Biomedical; Field: Engineering, Design, Technology",79.41%,keep_separate,42,52
VAR_174,Stanford Pre-Collegiate,Stanford Pre-Collegiate Engineering,Stanford Pre-Collegiate Business & Entrepreneurship,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Engineering, Design, Technology","Business, Entrepreneurship, Technology","Subject: Engineering; Subject: Biomedical; Field: Engineering, Design, Technology",69.77%,keep_separate,42,53
VAR_175,Stanford Pre-Collegiate,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Artificial Intelligence, Computer Science, Machine Learning","Biomedical Science, Biology, Medicine","Subject: Artificial Intelligence; Subject: Machine Learning; Field: Artificial Intelligence, Computer Science, Machine Learning",77.78%,keep_separate,43,44
VAR_176,Stanford Pre-Collegiate,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Artificial Intelligence, Computer Science, Machine Learning","Physics, Mathematics","Subject: Artificial Intelligence; Subject: Machine Learning; Field: Artificial Intelligence, Computer Science, Machine Learning",66.67%,keep_separate,43,45
VAR_177,Stanford Pre-Collegiate,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Artificial Intelligence, Computer Science, Machine Learning","Data Science, Statistics, Computer Science","Subject: Artificial Intelligence; Subject: Machine Learning; Field: Artificial Intelligence, Computer Science, Machine Learning",77.11%,keep_separate,43,46
VAR_178,Stanford Pre-Collegiate,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Game Design,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Artificial Intelligence, Computer Science, Machine Learning","Computer Science, Game Development, Design","Subject: Artificial Intelligence; Subject: Machine Learning; Field: Artificial Intelligence, Computer Science, Machine Learning",73.17%,keep_separate,43,48
VAR_179,Stanford Pre-Collegiate,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Robotics,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Artificial Intelligence, Computer Science, Machine Learning","Robotics, Engineering, Computer Science","Subject: Artificial Intelligence; Subject: Machine Learning; Field: Artificial Intelligence, Computer Science, Machine Learning",70.89%,keep_separate,43,49
VAR_180,Stanford Pre-Collegiate,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Environmental Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Artificial Intelligence, Computer Science, Machine Learning","Environmental Science, Biology, Chemistry","Subject: Artificial Intelligence; Subject: Machine Learning; Field: Artificial Intelligence, Computer Science, Machine Learning",73.91%,keep_separate,43,50
VAR_181,Stanford Pre-Collegiate,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Medical Sciences,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Artificial Intelligence, Computer Science, Machine Learning","Medicine, Health Sciences, Biology","Subject: Artificial Intelligence; Subject: Machine Learning; Field: Artificial Intelligence, Computer Science, Machine Learning",78.16%,keep_separate,43,51
VAR_182,Stanford Pre-Collegiate,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Chemistry,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Artificial Intelligence, Computer Science, Machine Learning","Chemistry, Science","Subject: Artificial Intelligence; Subject: Machine Learning; Field: Artificial Intelligence, Computer Science, Machine Learning",62.50%,keep_separate,43,52
VAR_183,Stanford Pre-Collegiate,Stanford Pre-Collegiate Artificial Intelligence,Stanford Pre-Collegiate Business & Entrepreneurship,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Artificial Intelligence, Computer Science, Machine Learning","Business, Entrepreneurship, Technology","Subject: Artificial Intelligence; Subject: Machine Learning; Field: Artificial Intelligence, Computer Science, Machine Learning",61.22%,keep_separate,43,53
VAR_184,Stanford Pre-Collegiate,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Biomedical Science, Biology, Medicine","Physics, Mathematics","Subject: Biology; Subject: Engineering; Subject: Biomedical; Field: Biomedical Science, Biology, Medicine",72.97%,keep_separate,44,45
VAR_185,Stanford Pre-Collegiate,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Biomedical Science, Biology, Medicine","Data Science, Statistics, Computer Science","Subject: Biology; Subject: Engineering; Subject: Biomedical; Field: Biomedical Science, Biology, Medicine",86.08%,keep_separate,44,46
VAR_186,Stanford Pre-Collegiate,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Game Design,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Biomedical Science, Biology, Medicine","Computer Science, Game Development, Design","Subject: Biology; Subject: Engineering; Subject: Biomedical; Field: Biomedical Science, Biology, Medicine",74.36%,keep_separate,44,48
VAR_187,Stanford Pre-Collegiate,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Robotics,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Biomedical Science, Biology, Medicine","Robotics, Engineering, Computer Science","Subject: Biology; Subject: Engineering; Subject: Biomedical; Field: Biomedical Science, Biology, Medicine",77.33%,keep_separate,44,49
VAR_188,Stanford Pre-Collegiate,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Environmental Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Biomedical Science, Biology, Medicine","Environmental Science, Biology, Chemistry","Subject: Biology; Subject: Engineering; Subject: Biomedical; Field: Biomedical Science, Biology, Medicine",86.36%,keep_separate,44,50
VAR_189,Stanford Pre-Collegiate,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Medical Sciences,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Biomedical Science, Biology, Medicine","Medicine, Health Sciences, Biology","Subject: Biology; Subject: Engineering; Subject: Biomedical; Field: Biomedical Science, Biology, Medicine",96.39%,keep_separate,44,51
VAR_190,Stanford Pre-Collegiate,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Chemistry,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Biomedical Science, Biology, Medicine","Chemistry, Science","Subject: Biology; Subject: Engineering; Subject: Biomedical; Field: Biomedical Science, Biology, Medicine",68.42%,keep_separate,44,52
VAR_191,Stanford Pre-Collegiate,Stanford Pre-Collegiate Biomedical Sciences,Stanford Pre-Collegiate Business & Entrepreneurship,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Biomedical Science, Biology, Medicine","Business, Entrepreneurship, Technology","Subject: Biology; Subject: Engineering; Subject: Biomedical; Field: Biomedical Science, Biology, Medicine",68.09%,keep_separate,44,53
VAR_192,Stanford Pre-Collegiate,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Physics, Mathematics","Data Science, Statistics, Computer Science","Subject: Physics; Grade: High School; Field: Physics, Mathematics",80.60%,keep_separate,45,46
VAR_193,Stanford Pre-Collegiate,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Game Design,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Physics, Mathematics","Computer Science, Game Development, Design","Subject: Physics; Grade: High School; Field: Physics, Mathematics",78.79%,keep_separate,45,48
VAR_194,Stanford Pre-Collegiate,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Robotics,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Physics, Mathematics","Robotics, Engineering, Computer Science","Subject: Physics; Grade: High School; Field: Physics, Mathematics",85.71%,keep_separate,45,49
VAR_195,Stanford Pre-Collegiate,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Environmental Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Physics, Mathematics","Environmental Science, Biology, Chemistry","Subject: Physics; Grade: High School; Field: Physics, Mathematics",71.05%,keep_separate,45,50
VAR_196,Stanford Pre-Collegiate,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Medical Sciences,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Physics, Mathematics","Medicine, Health Sciences, Biology","Subject: Physics; Grade: High School; Field: Physics, Mathematics",76.06%,keep_separate,45,51
VAR_197,Stanford Pre-Collegiate,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Chemistry,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Physics, Mathematics","Chemistry, Science","Subject: Physics; Grade: High School; Field: Physics, Mathematics",81.25%,keep_separate,45,52
VAR_198,Stanford Pre-Collegiate,Stanford Pre-Collegiate Physics,Stanford Pre-Collegiate Business & Entrepreneurship,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Physics, Mathematics","Business, Entrepreneurship, Technology","Subject: Physics; Grade: High School; Field: Physics, Mathematics",65.85%,keep_separate,45,53
VAR_199,Stanford Pre-Collegiate,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Game Design,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Data Science, Statistics, Computer Science","Computer Science, Game Development, Design","Subject: Machine Learning; Subject: Data Science; Field: Data Science, Statistics, Computer Science",78.87%,keep_separate,46,48
VAR_200,Stanford Pre-Collegiate,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Robotics,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Data Science, Statistics, Computer Science","Robotics, Engineering, Computer Science","Subject: Machine Learning; Subject: Data Science; Field: Data Science, Statistics, Computer Science",76.47%,keep_separate,46,49
VAR_201,Stanford Pre-Collegiate,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Environmental Science,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Data Science, Statistics, Computer Science","Environmental Science, Biology, Chemistry","Subject: Machine Learning; Subject: Data Science; Field: Data Science, Statistics, Computer Science",83.95%,keep_separate,46,50
VAR_202,Stanford Pre-Collegiate,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Medical Sciences,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Data Science, Statistics, Computer Science","Medicine, Health Sciences, Biology","Subject: Machine Learning; Subject: Data Science; Field: Data Science, Statistics, Computer Science",89.47%,keep_separate,46,51
VAR_203,Stanford Pre-Collegiate,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Chemistry,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Data Science, Statistics, Computer Science","Chemistry, Science","Subject: Machine Learning; Subject: Data Science; Field: Data Science, Statistics, Computer Science",72.46%,keep_separate,46,52
VAR_204,Stanford Pre-Collegiate,Stanford Pre-Collegiate Data Science,Stanford Pre-Collegiate Business & Entrepreneurship,Stanford Pre-Collegiate Programs,https://summerinstitutes.spcs.stanford.edu/,"Data Science, Statistics, Computer Science","Business, Entrepreneurship, Technology","Subject: Machine Learning; Subject: Data Science; Field: Data Science, Statistics, Computer Science",64.37%,keep_separate,46,53
