name,original,enhanced,original_words,enhanced_words
Mathematics Excellence High School Scholarship,"$2,500 award for mathematics students. For high school students with outstanding math performance and problem-solving skills.","$2,500 award for mathematics students. For high school students with outstanding math performance and problem-solving skills. This Scholarship focuses on Mathematics, Statistics, Applied Math and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: High level.",16,41
Science Research High School Scholarship,"$3,000 scholarship for science researchers. Supporting high school students conducting original research in any science field.","$3,000 scholarship for science researchers. Supporting high school students conducting original research in any science field. This Scholarship focuses on Biology, Chemistry, Physics, Environmental Science and serves grade 10-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: High level.",16,42
Minority STEM High School Scholarship,"$2,500 award for underrepresented minorities in STEM. Supporting African American, Hispanic, and Native American students.","$2,500 award for underrepresented minorities in STEM. Supporting African American, Hispanic, and Native American students. This Scholarship focuses on Computer Science, Engineering, Mathematics, Science and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",15,41
Robotics High School Scholarship,"$2,000 scholarship for robotics students. For high school students participating in robotics competitions or building robotic systems.","$2,000 scholarship for robotics students. For high school students participating in robotics competitions or building robotic systems. This Scholarship focuses on Robotics, Engineering, Computer Science and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",17,42
Environmental Science High School Award,"$2,500 scholarship for environmental advocates. Supporting students passionate about conservation and sustainability.","$2,500 scholarship for environmental advocates. Supporting students passionate about conservation and sustainability. This Scholarship focuses on Environmental Science, Biology, Ecology and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",12,37
Biology High School Scholarship,"$2,000 award for biology students. Recognizing academic excellence in biological sciences and lab skills.","$2,000 award for biology students. Recognizing academic excellence in biological sciences and lab skills. This Scholarship focuses on Biology, Life Sciences, Biotechnology and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",14,39
Chemistry Achievement High School Scholarship,"$2,500 scholarship for chemistry students. For high school students with outstanding chemistry performance.","$2,500 scholarship for chemistry students. For high school students with outstanding chemistry performance. This Scholarship focuses on Chemistry, Chemical Engineering, Biochemistry and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",13,38
Physics High School Award,"$3,000 scholarship for physics students. Supporting high school students with strong physics grades and research interests.","$3,000 scholarship for physics students. Supporting high school students with strong physics grades and research interests. This Scholarship focuses on Physics, Astronomy, Astrophysics and serves grade 10-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: High level.",16,40
First Generation STEM High School Scholarship,"$2,500 award for first-generation students. Supporting students whose parents did not complete college degrees.","$2,500 award for first-generation students. Supporting students whose parents did not complete college degrees. This Scholarship focuses on Computer Science, Engineering, Mathematics, Science, Technology and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",14,41
Cybersecurity High School Scholarship,"$2,000 scholarship for cybersecurity students. For high school students interested in information security.","$2,000 scholarship for cybersecurity students. For high school students interested in information security. This Scholarship focuses on Cybersecurity, Computer Science, Information Technology and serves grade 10-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",13,39
Biomedical Science High School Award,"$3,500 scholarship for biomedical students. Supporting high school students interested in medical research.","$3,500 scholarship for biomedical students. Supporting high school students interested in medical research. This Scholarship focuses on Biomedical Science, Biology, Chemistry and serves grade 11-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: High level.",13,38
Data Science High School Scholarship,"$2,500 award for data science students. For high school students with coding and statistical analysis skills.","$2,500 award for data science students. For high school students with coding and statistical analysis skills. This Scholarship focuses on Data Science, Statistics, Computer Science and serves grade 10-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: High level.",16,42
Aerospace Engineering High School Scholarship,"$3,000 scholarship for aerospace students. For students passionate about aviation and space exploration.","$3,000 scholarship for aerospace students. For students passionate about aviation and space exploration. This Scholarship focuses on Aerospace Engineering, Engineering, Physics and serves grade 10-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",13,38
Artificial Intelligence High School Award,"$3,500 scholarship for AI students. For high school students exploring machine learning and neural networks.","$3,500 scholarship for AI students. For high school students exploring machine learning and neural networks. This Scholarship focuses on Artificial Intelligence, Computer Science, Mathematics and serves grade 11-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: High level.",15,41
Software Development High School Scholarship,"$2,000 award for software developers. For high school students with coding portfolios and projects.","$2,000 award for software developers. For high school students with coding portfolios and projects. This Scholarship focuses on Software Development, Computer Science, Programming and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",14,40
Mechanical Engineering High School Scholarship,"$2,500 scholarship for mechanical engineering students. For students interested in design and manufacturing.","$2,500 scholarship for mechanical engineering students. For students interested in design and manufacturing. This Scholarship focuses on Mechanical Engineering, Engineering, Physics and serves grade 10-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",13,38
Electrical Engineering High School Award,"$3,000 scholarship for electrical engineering students. Recognizing electronics projects and circuit design.","$3,000 scholarship for electrical engineering students. Recognizing electronics projects and circuit design. This Scholarship focuses on Electrical Engineering, Engineering, Physics and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",12,37
Civil Engineering High School Scholarship,"$2,500 award for civil engineering students. For students interested in infrastructure and construction.","$2,500 award for civil engineering students. For students interested in infrastructure and construction. This Scholarship focuses on Civil Engineering, Engineering, Mathematics and serves grade 10-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",13,38
Renewable Energy High School Scholarship,"$2,500 scholarship for renewable energy advocates. For students passionate about clean energy.","$2,500 scholarship for renewable energy advocates. For students passionate about clean energy. This Scholarship focuses on Environmental Science, Engineering, Physics and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",12,37
Biotechnology High School Award,"$3,000 scholarship for biotechnology students. For students interested in genetic engineering.","$3,000 scholarship for biotechnology students. For students interested in genetic engineering. This Scholarship focuses on Biotechnology, Biology, Chemistry and serves grade 10-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: High level.",11,35
Game Development High School Scholarship,"$2,000 award for game developers. For high school students creating video games or interactive media.","$2,000 award for game developers. For high school students creating video games or interactive media. This Scholarship focuses on Game Development, Computer Science, Software Engineering and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",15,42
Marine Biology High School Scholarship,"$2,500 scholarship for marine biology students. Supporting students interested in oceanography.","$2,500 scholarship for marine biology students. Supporting students interested in oceanography. This Scholarship focuses on Marine Biology, Biology, Environmental Science and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",11,37
Geology High School Award,"$2,000 scholarship for earth science students. For students studying geology or geophysics.","$2,000 scholarship for earth science students. For students studying geology or geophysics. This Scholarship focuses on Geology, Earth Science, Environmental Science and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",12,38
Rural STEM High School Scholarship,"$3,000 award for rural STEM students. Addressing STEM education gaps in rural communities.","$3,000 award for rural STEM students. Addressing STEM education gaps in rural communities. This Scholarship focuses on Computer Science, Engineering, Mathematics, Science and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",13,39
Web Development High School Scholarship,"$2,000 scholarship for web developers. For high school students with HTML, CSS, and JavaScript skills.","$2,000 scholarship for web developers. For high school students with HTML, CSS, and JavaScript skills. This Scholarship focuses on Web Development, Computer Science, Software Engineering and serves grade 9-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: Variable level.",15,42
Mobile App Development High School Award,"$2,500 scholarship for mobile app developers. For students creating iOS or Android applications.","$2,500 scholarship for mobile app developers. For students creating iOS or Android applications. This Scholarship focuses on Mobile Development, Computer Science, Software Engineering and serves grade 10-12 students. The program requires Variable (application) commitment, free, available online. Prerequisites: High level.",13,40
Amplify Science K - Sunlight and Weather,"Investigate how sunlight affects Earth and causes weather patterns. Observe sky phenomena, track weather changes, and model seasonal patterns. Combines outdoor observation with digital tools. 6-8 weeks unit.","Investigate how sunlight affects Earth and causes weather patterns. Observe sky phenomena, track weather changes, and model seasonal patterns. Combines outdoor observation with digital tools. 6-8 weeks unit. This Curriculum focuses on Earth Science, Weather, Astronomy, Climate and serves grade K students. The program requires 6-8 weeks commitment, school-purchase, available classroom.",28,51
Amplify Science 1 - Light and Sound,"Investigate properties of light and sound through investigation. Design communication devices using light and sound. Study waves, vibration, and transmission. Interactive simulations and hands-on experiments. 8 weeks.","Investigate properties of light and sound through investigation. Design communication devices using light and sound. Study waves, vibration, and transmission. Interactive simulations and hands-on experiments. 8 weeks. This Curriculum focuses on Physics, Light, Sound, Waves, Engineering and serves grade 1 students. The program requires 8 weeks commitment, school-purchase, available classroom.",27,50
Amplify Science 1 - Animal and Plant Defenses,"Explore how organisms use body parts and behaviors to survive. Study camouflage, mimicry, and defense mechanisms. Biomimicry design challenge. Includes observation activities and digital modeling. 8 weeks.","Explore how organisms use body parts and behaviors to survive. Study camouflage, mimicry, and defense mechanisms. Biomimicry design challenge. Includes observation activities and digital modeling. 8 weeks. This Curriculum focuses on Life Science, Biology, Adaptations, Biomimicry and serves grade 1 students. The program requires 8 weeks commitment, school-purchase, available classroom.",27,50
Amplify Science 1 - Spinning Earth,Investigate patterns in sky including day/night cycle and seasonal changes. Model Earth's rotation and orbit. Study how sunlight affects different locations. Digital simulations and hands-on modeling. 8 weeks.,"Investigate patterns in sky including day/night cycle and seasonal changes. Model Earth's rotation and orbit. Study how sunlight affects different locations. Digital simulations and hands-on modeling. 8 weeks. This Curriculum focuses on Astronomy, Earth Science, Space Science, Patterns and serves grade 1 students. The program requires 8 weeks commitment, school-purchase, available classroom.",28,52
Amplify Science 2 - Properties of Materials,Test and compare material properties. Design solutions using appropriate materials for specific purposes. Investigate reversible and irreversible changes. Hands-on testing with digital documentation. 8 weeks.,"Test and compare material properties. Design solutions using appropriate materials for specific purposes. Investigate reversible and irreversible changes. Hands-on testing with digital documentation. 8 weeks. This Curriculum focuses on Chemistry, Materials Science, Engineering, Physical Science and serves grade 2 students. The program requires 8 weeks commitment, school-purchase, available classroom.",25,49
Amplify Science 2 - Plant and Animal Relationships,"Study how plants and animals depend on each other and environment. Investigate pollination, seed dispersal, and interdependence. Design pollinator gardens. Outdoor investigations and digital simulations. 8 weeks.","Study how plants and animals depend on each other and environment. Investigate pollination, seed dispersal, and interdependence. Design pollinator gardens. Outdoor investigations and digital simulations. 8 weeks. This Curriculum focuses on Life Science, Ecology, Biology, Interdependence and serves grade 2 students. The program requires 8 weeks commitment, school-purchase, available classroom.",27,50
Amplify Science 2 - Changing Landforms,"Investigate how wind, water, and ice shape Earth's surface. Model erosion and weathering processes. Design solutions to prevent erosion. Includes landform mapping and change modeling. 8 weeks.","Investigate how wind, water, and ice shape Earth's surface. Model erosion and weathering processes. Design solutions to prevent erosion. Includes landform mapping and change modeling. 8 weeks. This Curriculum focuses on Earth Science, Geology, Erosion, Engineering and serves grade 2 students. The program requires 8 weeks commitment, school-purchase, available classroom.",27,50
Amplify Science 3 - Balancing Forces,Investigate balanced and unbalanced forces. Design and test structures for stability. Study magnetic forces and patterns. Engineering challenges with digital force modeling. 8-10 weeks unit.,"Investigate balanced and unbalanced forces. Design and test structures for stability. Study magnetic forces and patterns. Engineering challenges with digital force modeling. 8-10 weeks unit. This Curriculum focuses on Physics, Forces, Magnetism, Engineering Design and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",25,48
Amplify Science 3 - Inheritance and Traits,Study how traits pass from parents to offspring. Investigate variation within species and adaptation advantages. Fossil evidence of inherited traits. Includes breeding simulations and data analysis. 8-10 weeks.,"Study how traits pass from parents to offspring. Investigate variation within species and adaptation advantages. Fossil evidence of inherited traits. Includes breeding simulations and data analysis. 8-10 weeks. This Curriculum focuses on Life Science, Genetics, Biology, Evolution and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",28,51
Amplify Science 3 - Weather and Climate,Investigate weather patterns and climate differences. Collect and analyze weather data over time. Study how climate affects living things. Digital weather simulations and data graphing. 8-10 weeks.,"Investigate weather patterns and climate differences. Collect and analyze weather data over time. Study how climate affects living things. Digital weather simulations and data graphing. 8-10 weeks. This Curriculum focuses on Earth Science, Meteorology, Climate Science, Data Analysis and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",27,52
Amplify Science 3 - Environments and Survival,"Study how organisms survive in different environments. Investigate adaptations, habitat requirements, and environmental changes. Design solutions for habitat protection. Field observations and digital ecosystem modeling. 8-10 weeks.","Study how organisms survive in different environments. Investigate adaptations, habitat requirements, and environmental changes. Design solutions for habitat protection. Field observations and digital ecosystem modeling. 8-10 weeks. This Curriculum focuses on Life Science, Ecology, Adaptations, Conservation and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",27,50
Amplify Science 4 - Energy Conversions,"Investigate how energy transfers and converts between forms. Study collisions, sound, light, and electrical energy. Design energy conversion devices. Hands-on experiments with digital energy modeling. 8-10 weeks.","Investigate how energy transfers and converts between forms. Study collisions, sound, light, and electrical energy. Design energy conversion devices. Hands-on experiments with digital energy modeling. 8-10 weeks. This Curriculum focuses on Physics, Energy, Engineering, Physical Science and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",27,50
Amplify Science 4 - Vision and Light,Study how eyes detect light and enable vision. Investigate light behavior including reflection and refraction. Design optical devices. Interactive eye models and light pathway experiments. 8-10 weeks.,"Study how eyes detect light and enable vision. Investigate light behavior including reflection and refraction. Design optical devices. Interactive eye models and light pathway experiments. 8-10 weeks. This Curriculum focuses on Physics, Biology, Light, Vision, Engineering and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",27,50
Amplify Science 4 - Earth's Features,"Investigate how Earth's surface changes through weathering, erosion, and plate tectonics. Model volcanic eruptions and earthquakes. Map geological hazards and design safety solutions. 8-10 weeks.","Investigate how Earth's surface changes through weathering, erosion, and plate tectonics. Model volcanic eruptions and earthquakes. Map geological hazards and design safety solutions. 8-10 weeks. This Curriculum focuses on Earth Science, Geology, Plate Tectonics, Natural Hazards and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",25,50
"Amplify Science 4 - Waves, Energy, and Information",Explore how waves transfer energy and encode information. Design communication devices using light and sound waves. Study wave patterns and digital encoding. Engineering challenges with wave applications. 8-10 weeks.,"Explore how waves transfer energy and encode information. Design communication devices using light and sound waves. Study wave patterns and digital encoding. Engineering challenges with wave applications. 8-10 weeks. This Curriculum focuses on Physics, Waves, Communication Technology, Engineering and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",29,52
Amplify Science 5 - Patterns of Earth and Sky,"Study Earth-Sun-Moon system and patterns in space. Investigate seasons, phases, eclipses, and star motion. Build scale models of solar system. Digital planetarium simulations. 8-10 weeks.","Study Earth-Sun-Moon system and patterns in space. Investigate seasons, phases, eclipses, and star motion. Build scale models of solar system. Digital planetarium simulations. 8-10 weeks. This Curriculum focuses on Astronomy, Earth Science, Space Science, Patterns and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",25,49
Amplify Science 5 - Modeling Matter,"Investigate particle nature of matter and chemical reactions. Study phase changes, conservation of mass, and molecular interactions. Conduct experiments testing matter properties. Digital particle modeling. 8-10 weeks.","Investigate particle nature of matter and chemical reactions. Study phase changes, conservation of mass, and molecular interactions. Conduct experiments testing matter properties. Digital particle modeling. 8-10 weeks. This Curriculum focuses on Chemistry, Matter, Physical Science, Molecular Science and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",27,51
Amplify Science 5 - Ecosystem Restoration,"Study matter and energy flow through ecosystems. Investigate food webs, decomposition, and nutrient cycling. Design ecosystem restoration plans. Field ecology and digital ecosystem modeling. 8-10 weeks.","Study matter and energy flow through ecosystems. Investigate food webs, decomposition, and nutrient cycling. Design ecosystem restoration plans. Field ecology and digital ecosystem modeling. 8-10 weeks. This Curriculum focuses on Life Science, Ecology, Environmental Science, Conservation and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",26,50
Amplify Science 5 - Earth's Water,"Investigate how water moves through Earth systems. Study water cycle, watersheds, and water conservation. Test water purification methods. Includes watershed mapping and digital water cycle simulation. 8-10 weeks.","Investigate how water moves through Earth systems. Study water cycle, watersheds, and water conservation. Test water purification methods. Includes watershed mapping and digital water cycle simulation. 8-10 weeks. This Curriculum focuses on Earth Science, Hydrology, Environmental Science, Engineering and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",28,52
Amplify Science 6 - Cells and Systems,"Study structure and function of cells, organs, and body systems. Investigate how systems work together for survival. Model cellular processes and system interactions. Microscopy and digital anatomy. 8-10 weeks.","Study structure and function of cells, organs, and body systems. Investigate how systems work together for survival. Model cellular processes and system interactions. Microscopy and digital anatomy. 8-10 weeks. This Curriculum focuses on Life Science, Biology, Anatomy, Physiology and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",29,52
Amplify Science 6 - Plate Tectonics and Rock Cycling,"Investigate plate boundaries, earthquakes, and rock formation. Model convection currents and tectonic movement. Study rock cycle and geological time. Includes rock identification and digital plate modeling. 8-10 weeks.","Investigate plate boundaries, earthquakes, and rock formation. Model convection currents and tectonic movement. Study rock cycle and geological time. Includes rock identification and digital plate modeling. 8-10 weeks. This Curriculum focuses on Earth Science, Geology, Plate Tectonics, Geophysics and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",28,52
Amplify Science 6 - Thermal Energy,Study heat transfer and thermal equilibrium. Design insulation systems and cooling devices. Investigate molecular motion and temperature. Hands-on thermal experiments with particle modeling. 8-10 weeks.,"Study heat transfer and thermal equilibrium. Design insulation systems and cooling devices. Investigate molecular motion and temperature. Hands-on thermal experiments with particle modeling. 8-10 weeks. This Curriculum focuses on Physics, Thermodynamics, Energy, Engineering and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",25,47
Amplify Science 6 - Weather Patterns,"Investigate atmospheric circulation, air masses, and severe weather. Analyze weather maps and predict conditions. Study climate zones and global wind patterns. Digital weather modeling and forecasting. 8-10 weeks.","Investigate atmospheric circulation, air masses, and severe weather. Analyze weather maps and predict conditions. Study climate zones and global wind patterns. Digital weather modeling and forecasting. 8-10 weeks. This Curriculum focuses on Earth Science, Meteorology, Atmospheric Science, Data Analysis and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",28,53
Amplify Science 7 - Chemical Reactions,"Investigate how substances interact and transform. Study conservation of mass, energy in reactions, and molecular rearrangement. Conduct synthesis and decomposition experiments. Digital molecular modeling. 8-10 weeks.","Investigate how substances interact and transform. Study conservation of mass, energy in reactions, and molecular rearrangement. Conduct synthesis and decomposition experiments. Digital molecular modeling. 8-10 weeks. This Curriculum focuses on Chemistry, Chemical Reactions, Physical Science, Molecular Science and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",26,51
Amplify Science 7 - Populations and Resources,"Study population dynamics and ecosystem carrying capacity. Investigate competition, predation, and resource availability. Analyze human impact on ecosystems. Population modeling and field ecology. 8-10 weeks.","Study population dynamics and ecosystem carrying capacity. Investigate competition, predation, and resource availability. Analyze human impact on ecosystems. Population modeling and field ecology. 8-10 weeks. This Curriculum focuses on Life Science, Ecology, Population Biology, Environmental Science and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",25,50
Amplify Science 7 - Rock Transformations,"Investigate rock cycle and mineral formation processes. Study metamorphism, crystallization, and geological processes. Identify rocks and minerals. Includes geological timescale and Earth history. 8-10 weeks.","Investigate rock cycle and mineral formation processes. Study metamorphism, crystallization, and geological processes. Identify rocks and minerals. Includes geological timescale and Earth history. 8-10 weeks. This Curriculum focuses on Earth Science, Geology, Mineralogy, Petrology and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",25,48
Amplify Science 7 - Metabolism,"Study how organisms obtain and use energy. Investigate photosynthesis, cellular respiration, and digestion. Model molecular processes in cells. Lab investigations with digital cellular modeling. 8-10 weeks.","Study how organisms obtain and use energy. Investigate photosynthesis, cellular respiration, and digestion. Model molecular processes in cells. Lab investigations with digital cellular modeling. 8-10 weeks. This Curriculum focuses on Life Science, Biology, Cellular Biology, Biochemistry and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",26,50
Amplify Science 8 - Forces and Motion,"Investigate Newton's laws through experimentation and modeling. Study velocity, acceleration, and force relationships. Design collision safety systems. Includes motion analysis and force modeling. 8-10 weeks.","Investigate Newton's laws through experimentation and modeling. Study velocity, acceleration, and force relationships. Design collision safety systems. Includes motion analysis and force modeling. 8-10 weeks. This Curriculum focuses on Physics, Forces, Motion, Engineering Design and serves grade 8 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",25,48
Amplify Science 8 - Genetics,"Study DNA structure, protein synthesis, and inheritance patterns. Investigate mutations and genetic variation. Analyze pedigrees and conduct genetic crosses. Digital DNA modeling and data analysis. 8-10 weeks.","Study DNA structure, protein synthesis, and inheritance patterns. Investigate mutations and genetic variation. Analyze pedigrees and conduct genetic crosses. Digital DNA modeling and data analysis. 8-10 weeks. This Curriculum focuses on Life Science, Genetics, Molecular Biology, Biotechnology and serves grade 8 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",27,51
Amplify Science 8 - Earth History,"Investigate fossil record and geological evidence of Earth's past. Study radiometric dating, fossil formation, and mass extinctions. Reconstruct ancient environments. Includes fossil analysis and timeline construction. 8-10 weeks.","Investigate fossil record and geological evidence of Earth's past. Study radiometric dating, fossil formation, and mass extinctions. Reconstruct ancient environments. Includes fossil analysis and timeline construction. 8-10 weeks. This Curriculum focuses on Earth Science, Paleontology, Geology, Evolution and serves grade 8 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",28,51
Amplify Science 8 - Natural Selection and Adaptation,"Study mechanisms of evolution and natural selection. Investigate adaptation, speciation, and biodiversity. Analyze evidence from fossils, anatomy, and DNA. Population modeling and evolutionary simulations. 8-10 weeks.","Study mechanisms of evolution and natural selection. Investigate adaptation, speciation, and biodiversity. Analyze evidence from fossils, anatomy, and DNA. Population modeling and evolutionary simulations. 8-10 weeks. This Curriculum focuses on Life Science, Evolution, Genetics, Ecology and serves grade 8 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",26,49
Astronaut Scholarship Foundation - High School STEM Recognition Award,Recognition program for exceptional high school seniors demonstrating outstanding achievement in STEM. Winners receive certificates and recognition from astronaut scholars. Encourages pursuit of STEM careers.,"Recognition program for exceptional high school seniors demonstrating outstanding achievement in STEM. Winners receive certificates and recognition from astronaut scholars. Encourages pursuit of STEM careers. This Program focuses on Aerospace, Engineering, Physical Sciences, Mathematics and serves grade 12 students. The program requires Application only commitment, free, available virtual. Prerequisites: Advanced level.",25,51
Astronaut Scholarship Foundation - STEM Excellence Award,"$5,000 one-time scholarship for high school seniors planning to major in aerospace engineering, physical sciences, or related STEM fields. Must demonstrate exceptional academic achievement and passion for space exploration.","$5,000 one-time scholarship for high school seniors planning to major in aerospace engineering, physical sciences, or related STEM fields. Must demonstrate exceptional academic achievement and passion for space exploration. This Scholarship focuses on Aerospace Engineering, Physics, Astronomy, Engineering and serves grade 12 students. The program requires 1-2 hours application commitment, free to apply, available virtual. Prerequisites: Advanced level.",29,58
Astronaut Scholarship Foundation - Annual Scholar Summit,"Multi-day summit bringing together astronaut scholars, high school students, and space industry professionals. Features workshops, networking, astronaut speakers, and facility tours. Opportunity to learn from spaceflight legends.","Multi-day summit bringing together astronaut scholars, high school students, and space industry professionals. Features workshops, networking, astronaut speakers, and facility tours. Opportunity to learn from spaceflight legends. This Program focuses on Aerospace, Engineering, Space Science, Technology and serves grade 11-12 students. The program requires 3 days commitment, $200-$400 registration, available in-person. Prerequisites: Intermediate-Advanced level.",27,54
Astronaut Scholarship Foundation - Innovators Program,Year-long mentorship and project program for high school students interested in aerospace innovation. Participants develop space-related projects with guidance from engineers and astronaut scholars.,"Year-long mentorship and project program for high school students interested in aerospace innovation. Participants develop space-related projects with guidance from engineers and astronaut scholars. This Program focuses on Aerospace Engineering, Innovation, Space Technology and serves grade 10-12 students. The program requires 5-10 hours per month for school year commitment, free, available virtual. Prerequisites: Intermediate-Advanced level.",24,55
Astronaut Scholarship Foundation - Space Exploration Essay Contest,"Annual essay competition for high school students on topics related to space exploration, aerospace engineering, and STEM careers. Winners receive scholarships and recognition. Essays judged by astronauts and scientists.","Annual essay competition for high school students on topics related to space exploration, aerospace engineering, and STEM careers. Winners receive scholarships and recognition. Essays judged by astronauts and scientists. This Competition focuses on Aerospace, Space Science, STEM Communication and serves grade 9-12 students. The program requires 10-20 hours essay development commitment, free to enter, available virtual. Prerequisites: Intermediate level.",29,59
Astronaut Scholarship Foundation - Women in Aerospace Scholarship,"$3,000 scholarship for female high school seniors planning to pursue aerospace engineering or space sciences. Encourages women to enter aerospace field. Recipients invited to special networking events.","$3,000 scholarship for female high school seniors planning to pursue aerospace engineering or space sciences. Encourages women to enter aerospace field. Recipients invited to special networking events. This Scholarship focuses on Aerospace Engineering, Space Sciences, Astronomy and serves grade 12 students. The program requires 1-2 hours application commitment, free to apply, available virtual. Prerequisites: Advanced level.",27,56
Astronaut Scholarship Foundation - Future Space Leaders Program,"Leadership development program for high school students interested in space careers. Includes virtual workshops, guest speakers from NASA and space industry, and capstone project presentations.","Leadership development program for high school students interested in space careers. Includes virtual workshops, guest speakers from NASA and space industry, and capstone project presentations. This Program focuses on Aerospace, Space Science, Leadership, Engineering and serves grade 10-12 students. The program requires 6 months, 2 hours per week commitment, free, available virtual. Prerequisites: Intermediate level.",25,55
Astronaut Scholarship Foundation - STEM Research Grant for High School,"$1,000 research grant for high school students conducting independent STEM research related to aerospace, physics, or engineering. Includes mentorship from university researchers.","$1,000 research grant for high school students conducting independent STEM research related to aerospace, physics, or engineering. Includes mentorship from university researchers. This Scholarship focuses on Aerospace, Physics, Engineering, Research and serves grade 11-12 students. The program requires 6-12 months research commitment, free to apply, available virtual. Prerequisites: Advanced level.",22,50
Astronaut Scholarship Foundation - Kennedy Space Center Experience,"One-week immersive program at Kennedy Space Center for high school students. Includes behind-the-scenes tours, meetings with engineers, astronaut Q&A, and hands-on engineering challenges.","One-week immersive program at Kennedy Space Center for high school students. Includes behind-the-scenes tours, meetings with engineers, astronaut Q&A, and hands-on engineering challenges. This Program focuses on Aerospace, Space Exploration, Engineering and serves grade 10-12 students. The program requires 1 week residential summer commitment, $800-$1,200, available in-person. Prerequisites: Intermediate level.",23,50
Astronaut Scholarship Foundation - Alumni Mentorship Network,"Connects high school students with astronaut scholars and aerospace professionals for ongoing mentorship. Monthly virtual meetings, career guidance, and college application support.","Connects high school students with astronaut scholars and aerospace professionals for ongoing mentorship. Monthly virtual meetings, career guidance, and college application support. This Program focuses on Aerospace, Engineering, Career Development and serves grade 11-12 students. The program requires Monthly meetings during school year commitment, free, available virtual. Prerequisites: Intermediate level.",22,50
Astronaut Scholarship Foundation - Aerospace Design Competition,Annual competition where high school teams design aerospace systems or space missions. Teams present to panel of aerospace engineers and astronauts. Winners receive scholarships and recognition.,"Annual competition where high school teams design aerospace systems or space missions. Teams present to panel of aerospace engineers and astronauts. Winners receive scholarships and recognition. This Competition focuses on Aerospace Engineering, Design, Systems Engineering and serves grade 9-12 students. The program requires 3-6 months project development commitment, free to enter, available hybrid. Prerequisites: Advanced level.",26,56
