name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level,source_file,program_family
Rockefeller University Summer Science Research Program,Seven-week research program where high school students conduct hands-on biomedical research. Students present findings at end-of-summer symposium.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biomedical Science, Biology, Chemistry, Neuroscience",11-12,Free,In-person,7 weeks (summer),High,High,February 1,Low,True,Not required,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,NY,,True,Professional,pathways_to_science,
Minority Student Pipeline Network Summer Research Early Identification Program,Six-week biomedical research program for underrepresented high school students. Provides hands-on research experience and college preparation.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biomedical Science, Biology, Chemistry",10-12,Free,In-person,6 weeks (summer),Medium,High,March 1,,True,Considered,,Free,True,True,True,High,True,True,Basic,National,,True,Professional,pathways_to_science,
American Museum of Natural History Science Research Mentoring Program,"Academic year research program where high school students work with museum scientists. Includes field trips, lab work, and final research presentations.",https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biology, Geology, Astronomy, Environmental Science",9-12,Free,In-person,Academic year,Medium,High,October 15,,True,Considered,,Free,True,True,True,High,Variable,True,Basic,NY,,True,Professional,pathways_to_science,
Fermilab TARGET - Teachers and Researchers Generating Excitement for Technology,"Two-week summer program introducing high school students to particle physics through hands-on activities, lectures, and lab tours at Fermilab.",https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"Physics, Engineering, Computer Science",10-12,Free,In-person,2 weeks (summer),Medium,High,March 15,Low,True,Not required,Travel,Free,False,True,True,High,Variable,True,Basic,IL,,True,Professional,pathways_to_science,
NIST Summer Institute for Middle School Students (now HS),Four-week summer program at National Institute of Standards and Technology. High school students participate in hands-on science and engineering projects.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"Physics, Engineering, Chemistry, Computer Science",9-10,Free,In-person,4 weeks (summer),Medium,High,March 1,Low,True,Not required,Travel,Free,True,True,True,High,Variable,True,Basic,MD,,True,Professional,pathways_to_science,
WTP - Women's Technology Program at MIT,Four-week residential summer program introducing young women to engineering and computer science through hands-on projects and classes.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"Engineering, Computer Science, Electrical Engineering",11,Free,In-person,4 weeks (summer),Medium,High,February 1,,True,Not required,,Free,True,True,True,High,True,True,Basic,MA,,True,Professional,pathways_to_science,MIT Programs
"NASA SEES - Summer of Engineering, Exploration and Science",Virtual Earth science internship for high school students. Students work with NASA scientists on authentic research projects using satellite data.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Internship,"Environmental Science, Astronomy, Physics, Computer Science",9-12,Free,Online,6 weeks (summer),Medium,High,March 15,,True,Not required,,Free,True,True,True,High,True,False,Required,National,,True,Professional,pathways_to_science,
Duke University TIP Summer Studies,Three-week residential program offering intensive courses in STEM fields for academically talented high school students. Includes hands-on projects and labs.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"General STEM, Biology, Engineering, Computer Science",9-12,Free,In-person,3 weeks (summer),High,High,April 1,Low,True,Considered,Travel,Paid-Program,False,True,True,High,Variable,True,Basic,NC,,True,Professional,pathways_to_science,
Brookhaven National Lab High School Research Program,Seven-week paid internship where high school students conduct research in physical sciences alongside BNL scientists and engineers.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Internship,"Physics, Chemistry, Engineering, Computer Science",11-12,Free,In-person,7 weeks (summer),High,High,February 1,Low,True,Not required,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,NY,,True,Professional,pathways_to_science,
Roswell Park Cancer Institute High School Summer Research Fellowship,Eight-week cancer research internship for high school students. Students work in cutting-edge labs studying cancer biology and treatment.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biomedical Science, Biology, Chemistry",11-12,Free,In-person,8 weeks (summer),High,High,March 1,Low,True,Not required,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,NY,,True,Professional,pathways_to_science,
University of Maryland SEA - Summer Engineering Academy,One-week residential program introducing high school students to various engineering disciplines through hands-on projects and lab tours.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"Engineering, Computer Science, Mechanical Engineering",10-12,Free,In-person,1 week (summer),Low,High,April 15,Low,True,Considered,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,MD,,True,Professional,pathways_to_science,
Princeton Laboratory Learning Program,Seven-week summer research internship at Princeton University. High school students conduct independent research projects in STEM labs.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biology, Chemistry, Physics, Engineering, Computer Science",11-12,Free,In-person,7 weeks (summer),High,High,February 1,Low,True,Considered,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,NJ,,True,Professional,pathways_to_science,
National STEM Scholars High School Award,"Merit-based scholarship for outstanding high school STEM students. $5,000 award recognizing academic excellence in science, technology, engineering, and mathematics fields.",https://www.petersons.com/stem-scholars-hs,Peterson's,Scholarship,"Computer Science, Engineering, Mathematics, Science, Technology",9-12,Free,Online,Variable (application),High,Low,March 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Future Engineers High School Scholarship,"$3,500 scholarship for high school students pursuing engineering. For students with strong math and science grades planning engineering degrees.",https://www.petersons.com/future-engineers-hs,Peterson's,Scholarship,"Engineering, Mathematics, Physics",10-12,Free,Online,Variable (application),High,Low,April 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Women in STEM High School Leadership Award,"$4,000 scholarship supporting female high school STEM leaders. For girls demonstrating leadership in science and technology fields.",https://www.petersons.com/women-stem-leadership-hs,Peterson's,Scholarship,"Computer Science, Engineering, Mathematics, Science, Technology",9-12,Free,Online,Variable (application),Variable,Low,May 1,,True,Not required,,Free,True,True,True,High,True,False,Required,National,Optional,False,,petersons_stem,
Computer Science Excellence High School Scholarship,"$3,000 award for high school computer science students. Recognizing programming skills, software projects, and CS achievement.",https://www.petersons.com/cs-excellence-hs,Peterson's,Scholarship,"Computer Science, Programming, Software Engineering",9-12,Free,Online,Variable (application),Variable,Low,March 31,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Mathematics Achievement High School Award,"$2,500 scholarship for mathematics excellence. For high school students with outstanding math performance and competition experience.",https://www.petersons.com/math-achievement-hs,Peterson's,Scholarship,"Mathematics, Statistics, Applied Mathematics",9-12,Free,Online,Variable (application),High,Low,February 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Science Research Scholars High School Program,"$4,500 award for high school science researchers. Supporting students with original research projects in any science field.",https://www.petersons.com/science-research-hs,Peterson's,Scholarship,"Biology, Chemistry, Physics, Environmental Science",10-12,Free,Online,Variable (application),High,Low,May 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Minority STEM Leaders High School Scholarship,"$3,500 scholarship for underrepresented minorities in STEM. Supporting African American, Hispanic, and Native American high school students.",https://www.petersons.com/minority-stem-leaders-hs,Peterson's,Scholarship,"Computer Science, Engineering, Mathematics, Science",9-12,Free,Online,Variable (application),Variable,Low,March 15,,True,Not required,,Free,True,True,True,High,True,False,Required,National,Optional,False,,petersons_stem,
Technology Innovation High School Award,"$2,000 scholarship for technology innovators. For high school students with tech projects, apps, or innovative solutions.",https://www.petersons.com/tech-innovation-hs,Peterson's,Scholarship,"Technology, Computer Science, Engineering",9-12,Free,Online,Variable (application),Variable,Low,April 30,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Biology Excellence High School Scholarship,"$2,500 award for biology students. Recognizing academic excellence and laboratory skills in biological sciences.",https://www.petersons.com/biology-excellence-hs,Peterson's,Scholarship,"Biology, Life Sciences, Biotechnology",9-12,Free,Online,Variable (application),Variable,Low,March 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Chemistry Achievement High School Award,"$3,000 scholarship for chemistry students. For high school students with outstanding chemistry grades and lab experience.",https://www.petersons.com/chemistry-achievement-hs,Peterson's,Scholarship,"Chemistry, Chemical Engineering, Biochemistry",9-12,Free,Online,Variable (application),Variable,Low,February 28,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Physics and Astronomy High School Scholarship,"$3,500 award for physics students. Supporting high school students with strong physics grades and research interests.",https://www.petersons.com/physics-hs,Peterson's,Scholarship,"Physics, Astronomy, Astrophysics",10-12,Free,Online,Variable (application),High,Low,April 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Environmental Science High School Scholarship,"$2,500 scholarship for environmental advocates. For students passionate about conservation, ecology, and sustainability.",https://www.petersons.com/environmental-hs,Peterson's,Scholarship,"Environmental Science, Biology, Ecology",9-12,Free,Online,Variable (application),Variable,Low,May 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Robotics Engineering High School Award,"$4,000 scholarship for robotics students. For high school students in robotics clubs, competitions, or building robotic systems.",https://www.petersons.com/robotics-hs,Peterson's,Scholarship,"Robotics, Engineering, Computer Science",9-12,Free,Online,Variable (application),Variable,Low,March 31,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
First Generation STEM High School Scholarship,"$3,000 award for first-generation students in STEM. Supporting students whose parents did not complete four-year degrees.",https://www.petersons.com/first-gen-stem-hs,Peterson's,Scholarship,"Computer Science, Engineering, Mathematics, Science, Technology",9-12,Free,Online,Variable (application),Variable,Low,April 1,,True,Considered,,Free,True,True,True,High,True,False,Required,National,Optional,False,,petersons_stem,
Cybersecurity High School Scholarship,"$2,500 award for future cybersecurity professionals. For high school students interested in information security and ethical hacking.",https://www.petersons.com/cybersecurity-hs,Peterson's,Scholarship,"Cybersecurity, Computer Science, Information Technology",10-12,Free,Online,Variable (application),Variable,Low,March 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Biomedical Science High School Award,"$4,000 scholarship for biomedical students. Supporting high school students interested in medical research and healthcare science.",https://www.petersons.com/biomedical-hs,Peterson's,Scholarship,"Biomedical Science, Biology, Chemistry",11-12,Free,Online,Variable (application),High,Low,April 30,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Data Science High School Scholarship,"$2,500 award for data science students. For high school students with coding, statistics, and data analysis skills.",https://www.petersons.com/data-science-hs,Peterson's,Scholarship,"Data Science, Statistics, Computer Science",10-12,Free,Online,Variable (application),High,Low,May 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Aerospace Engineering High School Scholarship,"$3,500 scholarship for aspiring aerospace engineers. For students passionate about aviation, space exploration, and flight.",https://www.petersons.com/aerospace-hs,Peterson's,Scholarship,"Aerospace Engineering, Engineering, Physics",10-12,Free,Online,Variable (application),Variable,Low,April 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Artificial Intelligence High School Award,"$4,500 scholarship for AI students. For high school students exploring machine learning, neural networks, and AI applications.",https://www.petersons.com/ai-hs,Peterson's,Scholarship,"Artificial Intelligence, Computer Science, Mathematics",11-12,Free,Online,Variable (application),High,Low,May 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Software Development High School Scholarship,"$2,000 award for software developers. For high school students with coding portfolios and software projects.",https://www.petersons.com/software-dev-hs,Peterson's,Scholarship,"Software Development, Computer Science, Programming",9-12,Free,Online,Variable (application),Variable,Low,April 30,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Mechanical Engineering High School Scholarship,"$3,000 scholarship for mechanical engineering students. For high school students interested in design, manufacturing, and mechanics.",https://www.petersons.com/mechanical-eng-hs,Peterson's,Scholarship,"Mechanical Engineering, Engineering, Physics",10-12,Free,Online,Variable (application),Variable,Low,March 31,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Electrical Engineering High School Award,"$3,500 scholarship for electrical engineering students. Recognizing electronics projects and circuit design experience.",https://www.petersons.com/electrical-eng-hs,Peterson's,Scholarship,"Electrical Engineering, Engineering, Physics",9-12,Free,Online,Variable (application),Variable,Low,February 28,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Civil Engineering High School Scholarship,"$2,500 award for civil engineering students. For high school students interested in infrastructure and construction.",https://www.petersons.com/civil-eng-hs,Peterson's,Scholarship,"Civil Engineering, Engineering, Mathematics",10-12,Free,Online,Variable (application),Variable,Low,April 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Renewable Energy High School Scholarship,"$3,000 scholarship for renewable energy advocates. For students passionate about clean energy and sustainability.",https://www.petersons.com/renewable-energy-hs,Peterson's,Scholarship,"Environmental Science, Engineering, Physics",9-12,Free,Online,Variable (application),Variable,Low,May 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Biotechnology High School Award,"$3,500 scholarship for biotechnology students. For high school students interested in genetic engineering and biotech research.",https://www.petersons.com/biotech-hs,Peterson's,Scholarship,"Biotechnology, Biology, Chemistry",10-12,Free,Online,Variable (application),High,Low,April 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Game Development High School Scholarship,"$2,000 award for game developers. For high school students creating video games or interactive media.",https://www.petersons.com/game-dev-hs,Peterson's,Scholarship,"Game Development, Computer Science, Software Engineering",9-12,Free,Online,Variable (application),Variable,Low,May 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Materials Science High School Scholarship,"$2,500 scholarship for materials science students. For high school students interested in materials engineering and nanotechnology.",https://www.petersons.com/materials-science-hs,Peterson's,Scholarship,"Materials Science, Engineering, Chemistry",11-12,Free,Online,Variable (application),High,Low,March 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Marine Biology High School Scholarship,"$3,000 award for marine biology students. Supporting high school students interested in oceanography and marine science.",https://www.petersons.com/marine-bio-hs,Peterson's,Scholarship,"Marine Biology, Biology, Environmental Science",9-12,Free,Online,Variable (application),Variable,Low,April 30,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Geology and Earth Science High School Award,"$2,000 scholarship for earth science students. For high school students studying geology or geophysics.",https://www.petersons.com/geology-hs,Peterson's,Scholarship,"Geology, Earth Science, Environmental Science",9-12,Free,Online,Variable (application),Variable,Low,March 31,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Rural STEM Students High School Scholarship,"$3,500 scholarship for rural STEM students. Addressing STEM education gaps in rural communities across America.",https://www.petersons.com/rural-stem-hs,Peterson's,Scholarship,"Computer Science, Engineering, Mathematics, Science",9-12,Free,Online,Variable (application),Variable,Low,April 15,,True,Considered,,Free,True,True,True,High,True,False,Required,Rural areas,Optional,False,,petersons_stem,
Neuroscience High School Scholarship,"$4,000 award for neuroscience students. For high school students interested in brain research and cognitive science.",https://www.petersons.com/neuroscience-hs,Peterson's,Scholarship,"Neuroscience, Biology, Psychology",11-12,Free,Online,Variable (application),High,Low,May 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Web Development High School Scholarship,"$2,000 scholarship for web developers. For high school students with HTML, CSS, JavaScript, and web design skills.",https://www.petersons.com/web-dev-hs,Peterson's,Scholarship,"Web Development, Computer Science, Software Engineering",9-12,Free,Online,Variable (application),Variable,Low,April 30,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Mobile App Development High School Award,"$2,500 scholarship for mobile app developers. For high school students creating iOS or Android applications.",https://www.petersons.com/mobile-dev-hs,Peterson's,Scholarship,"Mobile Development, Computer Science, Software Engineering",10-12,Free,Online,Variable (application),High,Low,May 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Quantum Computing High School Scholarship,"$4,500 award for quantum computing students. For high school students with advanced physics and computer science knowledge.",https://www.petersons.com/quantum-hs,Peterson's,Scholarship,"Quantum Computing, Physics, Computer Science",11-12,Free,Online,Variable (application),High,Low,May 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Agricultural Science High School Scholarship,"$2,000 award for agricultural science students. For high school students interested in sustainable agriculture and food science.",https://www.petersons.com/agriculture-hs,Peterson's,Scholarship,"Agricultural Science, Biology, Environmental Science",9-12,Free,Online,Variable (application),Variable,Low,March 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
3D Printing and Manufacturing High School Award,"$2,500 scholarship for advanced manufacturing students. For high school students exploring 3D printing and digital fabrication.",https://www.petersons.com/3d-printing-hs,Peterson's,Scholarship,"Manufacturing, Engineering, Technology",9-12,Free,Online,Variable (application),Variable,Low,April 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Veterinary Science High School Scholarship,"$3,000 scholarship for aspiring veterinarians. For high school students interested in animal health and veterinary medicine.",https://www.petersons.com/veterinary-hs,Peterson's,Scholarship,"Veterinary Science, Biology, Animal Science",10-12,Free,Online,Variable (application),Variable,Low,March 31,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Climate Science High School Scholarship,"$3,500 award for climate science students. For high school students studying climate change and atmospheric science.",https://www.petersons.com/climate-science-hs,Peterson's,Scholarship,"Climate Science, Environmental Science, Meteorology",10-12,Free,Online,Variable (application),High,Low,May 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Statistics and Probability High School Award,"$2,000 scholarship for statistics students. For high school students with strong statistical analysis and probability skills.",https://www.petersons.com/statistics-hs,Peterson's,Scholarship,"Statistics, Mathematics, Data Science",10-12,Free,Online,Variable (application),High,Low,April 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Forensic Science High School Scholarship,"$2,500 scholarship for forensic science students. For high school students interested in crime scene investigation.",https://www.petersons.com/forensic-science-hs,Peterson's,Scholarship,"Forensic Science, Chemistry, Biology",10-12,Free,Online,Variable (application),Variable,Low,March 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Nanotechnology High School Scholarship,"$4,000 award for nanotechnology students. For high school students exploring nanoscience and molecular engineering.",https://www.petersons.com/nanotech-hs,Peterson's,Scholarship,"Nanotechnology, Physics, Chemistry, Engineering",11-12,Free,Online,Variable (application),High,Low,May 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Industrial Engineering High School Award,"$2,500 scholarship for industrial engineering students. For high school students interested in operations and systems optimization.",https://www.petersons.com/industrial-eng-hs,Peterson's,Scholarship,"Industrial Engineering, Engineering, Mathematics",10-12,Free,Online,Variable (application),Variable,Low,April 30,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Nuclear Engineering High School Scholarship,"$3,500 scholarship for nuclear engineering students. For high school students interested in nuclear energy and radiation science.",https://www.petersons.com/nuclear-eng-hs,Peterson's,Scholarship,"Nuclear Engineering, Physics, Engineering",11-12,Free,Online,Variable (application),High,Low,April 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Astronomy and Astrophysics High School Award,"$3,000 scholarship for astronomy students. For high school students passionate about stars, galaxies, and cosmology.",https://www.petersons.com/astronomy-hs,Peterson's,Scholarship,"Astronomy, Astrophysics, Physics",9-12,Free,Online,Variable (application),Variable,Low,May 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Health Informatics High School Scholarship,"$2,500 award for health informatics students. For high school students combining healthcare and technology interests.",https://www.petersons.com/health-informatics-hs,Peterson's,Scholarship,"Health Informatics, Computer Science, Biology",10-12,Free,Online,Variable (application),Variable,Low,March 31,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Chemical Engineering High School Scholarship,"$3,000 scholarship for chemical engineering students. For high school students interested in chemical processes and manufacturing.",https://www.petersons.com/chemical-eng-hs,Peterson's,Scholarship,"Chemical Engineering, Chemistry, Engineering",10-12,Free,Online,Variable (application),Variable,Low,February 28,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Biochemistry High School Award,"$2,500 scholarship for biochemistry students. For high school students interested in molecular biology and biochemical processes.",https://www.petersons.com/biochemistry-hs,Peterson's,Scholarship,"Biochemistry, Biology, Chemistry",11-12,Free,Online,Variable (application),High,Low,March 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Microbiology High School Scholarship,"$2,000 award for microbiology students. For high school students interested in bacteria, viruses, and microorganisms.",https://www.petersons.com/microbiology-hs,Peterson's,Scholarship,"Microbiology, Biology, Chemistry",10-12,Free,Online,Variable (application),Variable,Low,April 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Genetics and Genomics High School Scholarship,"$3,500 scholarship for genetics students. For high school students interested in DNA, heredity, and genetic engineering.",https://www.petersons.com/genetics-hs,Peterson's,Scholarship,"Genetics, Biology, Biotechnology",11-12,Free,Online,Variable (application),High,Low,May 1,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
Pharmacology High School Award,"$2,500 scholarship for pharmacology students. For high school students interested in drug development and pharmaceutical science.",https://www.petersons.com/pharmacology-hs,Peterson's,Scholarship,"Pharmacology, Chemistry, Biology",11-12,Free,Online,Variable (application),High,Low,April 15,,True,Not required,,Free,False,True,True,Medium,True,False,Required,National,Optional,False,,petersons_stem,
PLTW Launch - Modeling and Analysis,Students learn to model real-world phenomena and analyze relationships between variables using mathematical thinking and engineering design process to solve problems.,https://www.pltw.org/our-programs/pltw-launch/launch-modules/modeling-and-analysis,Project Lead The Way,Elementary Program,"Engineering, Mathematics",K-5,School-dependent,School-based,Module-based (10-15 hours),,High,School enrollment,Low,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Launch - Structure and Function,"Students explore how the shape and structure of an object affects its function through building, testing, and refining design solutions for engineering challenges.",https://www.pltw.org/our-programs/pltw-launch/launch-modules/structure-and-function,Project Lead The Way,Elementary Program,"Engineering, Physics",K-5,School-dependent,School-based,Module-based (10-15 hours),,High,School enrollment,Low,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Launch - Automation and Robotics,Students explore how machines help humans by programming robots to solve problems and complete tasks using computational thinking and engineering design.,https://www.pltw.org/our-programs/pltw-launch/launch-modules/automation-and-robotics,Project Lead The Way,Elementary Program,"Engineering, Computer Science, Robotics",K-5,School-dependent,School-based,Module-based (10-15 hours),,High,School enrollment,Low,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Gateway - Design and Modeling,Students discover the design process and develop understanding of design principles using industry-standard 3D modeling software to create virtual designs.,https://www.pltw.org/our-programs/pltw-gateway/gateway-courses/design-and-modeling,Project Lead The Way,Middle School Program,"Engineering, Technology, Design",6-8,School-dependent,School-based,Semester course,Basic,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Gateway - Automation and Robotics,"Students explore mechanical systems, energy transfer, machine automation, and computer control systems while programming VEX Robotics equipment.",https://www.pltw.org/our-programs/pltw-gateway/gateway-courses/automation-and-robotics,Project Lead The Way,Middle School Program,"Engineering, Robotics, Computer Science",6-8,School-dependent,School-based,Semester course,Basic,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Gateway - Medical Detectives,"Students solve medical mysteries through hands-on projects and labs, learning about human body systems, genetics, and biomedical technologies.",https://www.pltw.org/our-programs/pltw-gateway/gateway-courses/medical-detectives,Project Lead The Way,Middle School Program,"Biomedical Science, Biology, Health Science",6-8,School-dependent,School-based,Semester course,Basic,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Gateway - Computer Science for Innovators and Makers,Students explore computer science concepts through programming while creating solutions to authentic problems using physical computing devices and sensors.,https://www.pltw.org/our-programs/pltw-gateway/gateway-courses/computer-science-innovators-and-makers,Project Lead The Way,Middle School Program,"Computer Science, Programming, Engineering",6-8,School-dependent,School-based,Semester course,Basic,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Engineering - Introduction to Engineering Design,"Students dig deep into the engineering design process while applying mathematical analysis, scientific principles, and engineering standards to solve engineering problems.",https://www.pltw.org/our-programs/pltw-engineering/pltw-engineering-courses/introduction-engineering-design,Project Lead The Way,Engineering Program,"Engineering, Design, Mathematics",9-12,School-dependent,School-based,Full year course,Medium,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Engineering - Principles of Engineering,"Students explore engineering career paths while learning about mechanisms, strength of materials, and applied physics through hands-on projects and design challenges.",https://www.pltw.org/our-programs/pltw-engineering/pltw-engineering-courses/principles-engineering,Project Lead The Way,Engineering Program,"Engineering, Physics, Materials Science",9-12,School-dependent,School-based,Full year course,Medium,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Engineering - Digital Electronics,"Students explore electronic circuits, digital logic, and programmable logic devices while learning to design and build electronic systems and devices.",https://www.pltw.org/our-programs/pltw-engineering/pltw-engineering-courses/digital-electronics,Project Lead The Way,Engineering Program,"Engineering, Electronics, Computer Science",9-12,School-dependent,School-based,Full year course,Medium,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Engineering - Aerospace Engineering,"Students explore the physics of flight and space travel while designing and testing model aircraft, rockets, and space systems using engineering principles.",https://www.pltw.org/our-programs/pltw-engineering/pltw-engineering-courses/aerospace-engineering,Project Lead The Way,Engineering Program,"Aerospace Engineering, Physics, Mathematics",9-12,School-dependent,School-based,Full year course,Medium,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Engineering - Engineering Design and Development,"Capstone course where students work in teams to research, design, and construct solutions to open-ended engineering problems using the full design process.",https://www.pltw.org/our-programs/pltw-engineering/pltw-engineering-courses/engineering-design-and-development,Project Lead The Way,Engineering Program,"Engineering, Project Management, Design",11-12,School-dependent,School-based,Full year capstone,High,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
PLTW Biomedical Science - Principles of Biomedical Sciences,"Students investigate biomedical science careers while exploring concepts of human medicine, public health, and medical research through hands-on projects and case studies.",https://www.pltw.org/our-programs/pltw-biomedical-science/pltw-biomedical-science-courses/principles-biomedical-sciences,Project Lead The Way,Biomedical Program,"Biomedical Science, Biology, Health Science",9-12,School-dependent,School-based,Full year course,Medium,High,School enrollment,Medium,False,Any,,School-dependent,True,True,True,High,True,False,Basic,National,,True,Adult,pltw_programs,
