name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level,source_file,program_family,word_count,tfidf_text,financial_barrier_level_predicted,financial_barrier_level_confidence,hidden_costs_level_predicted,hidden_costs_level_confidence,internet_dependency_predicted,internet_dependency_confidence,category_tier2,category_tier1,stem_field_tier2,stem_field_tier1
Amplify Science 2 - Changing Landforms,"Investigate how wind, water, and ice shape Earth's surface. Model erosion and weathering processes. Design solutions to prevent erosion. Includes landform mapping and change modeling. 8 weeks. This Curriculum focuses on Earth Science, Geology, Erosion, Engineering and serves grade 2 students. The program requires 8 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Geology, Erosion, Engineering",2,School-Purchase,Classroom,8 weeks,,High,School-Based,Medium,School-provided,Not required,Equipment,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,50,"Amplify Science 2 - Changing Landforms Investigate how wind, water, and ice shape Earth's surface. Model erosion and weathering processes. Design solutions to prevent erosion. Includes landform mapping and change modeling. 8 weeks. This Curriculum focuses on Earth Science, Geology, Erosion, Engineering and serves grade 2 students. The program requires 8 weeks commitment, school-purchase, available classroom. Earth Science, Geology, Erosion, Engineering Curriculum 2 High Classroom",True,0.5,True,0.26371438874864767,False,,Curriculum,Workshop/Training,"Earth Science, Geology, Erosion, Engineering",Engineering; Other STEM
Amplify Science 3 - Balancing Forces,"Investigate balanced and unbalanced forces. Design and test structures for stability. Study magnetic forces and patterns. Engineering challenges with digital force modeling. 8-10 weeks unit. This Curriculum focuses on Physics, Forces, Magnetism, Engineering Design and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Physics, Forces, Magnetism, Engineering Design",3,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Medium,School-provided,Not required,Equipment,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,48,"Amplify Science 3 - Balancing Forces Investigate balanced and unbalanced forces. Design and test structures for stability. Study magnetic forces and patterns. Engineering challenges with digital force modeling. 8-10 weeks unit. This Curriculum focuses on Physics, Forces, Magnetism, Engineering Design and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Physics, Forces, Magnetism, Engineering Design Curriculum 3 High Classroom",True,0.43,True,0.2837143887486477,False,,Curriculum,Workshop/Training,"Physics, Forces, Magnetism, Engineering Design",Engineering; Other STEM; Physics
Amplify Science 3 - Inheritance and Traits,"Study how traits pass from parents to offspring. Investigate variation within species and adaptation advantages. Fossil evidence of inherited traits. Includes breeding simulations and data analysis. 8-10 weeks. This Curriculum focuses on Life Science, Genetics, Biology, Evolution and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Genetics, Biology, Evolution",3,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,51,"Amplify Science 3 - Inheritance and Traits Study how traits pass from parents to offspring. Investigate variation within species and adaptation advantages. Fossil evidence of inherited traits. Includes breeding simulations and data analysis. 8-10 weeks. This Curriculum focuses on Life Science, Genetics, Biology, Evolution and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Life Science, Genetics, Biology, Evolution Curriculum 3 High Classroom",True,0.42,True,0.24,False,,Curriculum,Workshop/Training,"Life Science, Genetics, Biology, Evolution",Biology; Biotechnology; Other STEM
Amplify Science 3 - Weather and Climate,"Investigate weather patterns and climate differences. Collect and analyze weather data over time. Study how climate affects living things. Digital weather simulations and data graphing. 8-10 weeks. This Curriculum focuses on Earth Science, Meteorology, Climate Science, Data Analysis and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Meteorology, Climate Science, Data Analysis",3,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Medium,School-provided,Not required,Equipment,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,52,"Amplify Science 3 - Weather and Climate Investigate weather patterns and climate differences. Collect and analyze weather data over time. Study how climate affects living things. Digital weather simulations and data graphing. 8-10 weeks. This Curriculum focuses on Earth Science, Meteorology, Climate Science, Data Analysis and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Earth Science, Meteorology, Climate Science, Data Analysis Curriculum 3 High Classroom",True,0.52,True,0.2837143887486477,False,,Curriculum,Workshop/Training,"Earth Science, Meteorology, Climate Science, Data Analysis",Data Science; Environmental Science; Other STEM
Amplify Science 3 - Environments and Survival,"Study how organisms survive in different environments. Investigate adaptations, habitat requirements, and environmental changes. Design solutions for habitat protection. Field observations and digital ecosystem modeling. 8-10 weeks. This Curriculum focuses on Life Science, Ecology, Adaptations, Conservation and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Ecology, Adaptations, Conservation",3,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,50,"Amplify Science 3 - Environments and Survival Study how organisms survive in different environments. Investigate adaptations, habitat requirements, and environmental changes. Design solutions for habitat protection. Field observations and digital ecosystem modeling. 8-10 weeks. This Curriculum focuses on Life Science, Ecology, Adaptations, Conservation and serves grade 3 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Life Science, Ecology, Adaptations, Conservation Curriculum 3 High Classroom",True,0.42,True,0.24,False,,Curriculum,Workshop/Training,"Life Science, Ecology, Adaptations, Conservation",Biology; Other STEM
Amplify Science 4 - Energy Conversions,"Investigate how energy transfers and converts between forms. Study collisions, sound, light, and electrical energy. Design energy conversion devices. Hands-on experiments with digital energy modeling. 8-10 weeks. This Curriculum focuses on Physics, Energy, Engineering, Physical Science and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Physics, Energy, Engineering, Physical Science",4,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,50,"Amplify Science 4 - Energy Conversions Investigate how energy transfers and converts between forms. Study collisions, sound, light, and electrical energy. Design energy conversion devices. Hands-on experiments with digital energy modeling. 8-10 weeks. This Curriculum focuses on Physics, Energy, Engineering, Physical Science and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Physics, Energy, Engineering, Physical Science Curriculum 4 High Classroom",True,0.43,True,0.24,False,,Curriculum,Workshop/Training,"Physics, Energy, Engineering, Physical Science",Engineering; Other STEM; Physics
Amplify Science 4 - Vision and Light,"Study how eyes detect light and enable vision. Investigate light behavior including reflection and refraction. Design optical devices. Interactive eye models and light pathway experiments. 8-10 weeks. This Curriculum focuses on Physics, Biology, Light, Vision, Engineering and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Physics, Biology, Light, Vision, Engineering",4,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,50,"Amplify Science 4 - Vision and Light Study how eyes detect light and enable vision. Investigate light behavior including reflection and refraction. Design optical devices. Interactive eye models and light pathway experiments. 8-10 weeks. This Curriculum focuses on Physics, Biology, Light, Vision, Engineering and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Physics, Biology, Light, Vision, Engineering Curriculum 4 High Classroom",True,0.43,True,0.24,False,,Curriculum,Workshop/Training,"Physics, Biology, Light, Vision, Engineering",Biology; Engineering; Other STEM; Physics
Amplify Science 4 - Earth's Features,"Investigate how Earth's surface changes through weathering, erosion, and plate tectonics. Model volcanic eruptions and earthquakes. Map geological hazards and design safety solutions. 8-10 weeks. This Curriculum focuses on Earth Science, Geology, Plate Tectonics, Natural Hazards and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Geology, Plate Tectonics, Natural Hazards",4,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Medium,School-provided,Not required,Equipment,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,50,"Amplify Science 4 - Earth's Features Investigate how Earth's surface changes through weathering, erosion, and plate tectonics. Model volcanic eruptions and earthquakes. Map geological hazards and design safety solutions. 8-10 weeks. This Curriculum focuses on Earth Science, Geology, Plate Tectonics, Natural Hazards and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Earth Science, Geology, Plate Tectonics, Natural Hazards Curriculum 4 High Classroom",True,0.48,True,0.2837143887486477,False,,Curriculum,Workshop/Training,"Earth Science, Geology, Plate Tectonics, Natural Hazards",Other STEM
"Amplify Science 4 - Waves, Energy, and Information","Explore how waves transfer energy and encode information. Design communication devices using light and sound waves. Study wave patterns and digital encoding. Engineering challenges with wave applications. 8-10 weeks. This Curriculum focuses on Physics, Waves, Communication Technology, Engineering and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Physics, Waves, Communication Technology, Engineering",4,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,52,"Amplify Science 4 - Waves, Energy, and Information Explore how waves transfer energy and encode information. Design communication devices using light and sound waves. Study wave patterns and digital encoding. Engineering challenges with wave applications. 8-10 weeks. This Curriculum focuses on Physics, Waves, Communication Technology, Engineering and serves grade 4 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Physics, Waves, Communication Technology, Engineering Curriculum 4 High Classroom",True,0.43,True,0.24,False,,Curriculum,Workshop/Training,"Physics, Waves, Communication Technology, Engineering",Engineering; Other STEM; Physics; Technology
Amplify Science 5 - Patterns of Earth and Sky,"Study Earth-Sun-Moon system and patterns in space. Investigate seasons, phases, eclipses, and star motion. Build scale models of solar system. Digital planetarium simulations. 8-10 weeks. This Curriculum focuses on Astronomy, Earth Science, Space Science, Patterns and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Astronomy, Earth Science, Space Science, Patterns",5,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Medium,School-provided,Not required,Equipment,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,49,"Amplify Science 5 - Patterns of Earth and Sky Study Earth-Sun-Moon system and patterns in space. Investigate seasons, phases, eclipses, and star motion. Build scale models of solar system. Digital planetarium simulations. 8-10 weeks. This Curriculum focuses on Astronomy, Earth Science, Space Science, Patterns and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Astronomy, Earth Science, Space Science, Patterns Curriculum 5 High Classroom",True,0.42,True,0.2837143887486477,False,,Curriculum,Workshop/Training,"Astronomy, Earth Science, Space Science, Patterns",Astronomy/Space Science; Other STEM
Amplify Science 5 - Modeling Matter,"Investigate particle nature of matter and chemical reactions. Study phase changes, conservation of mass, and molecular interactions. Conduct experiments testing matter properties. Digital particle modeling. 8-10 weeks. This Curriculum focuses on Chemistry, Matter, Physical Science, Molecular Science and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Chemistry, Matter, Physical Science, Molecular Science",5,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Medium,School-provided,Not required,Equipment,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,51,"Amplify Science 5 - Modeling Matter Investigate particle nature of matter and chemical reactions. Study phase changes, conservation of mass, and molecular interactions. Conduct experiments testing matter properties. Digital particle modeling. 8-10 weeks. This Curriculum focuses on Chemistry, Matter, Physical Science, Molecular Science and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Chemistry, Matter, Physical Science, Molecular Science Curriculum 5 High Classroom",True,0.43,True,0.2837143887486477,False,,Curriculum,Workshop/Training,"Chemistry, Matter, Physical Science, Molecular Science",Chemistry; Other STEM
Amplify Science 5 - Ecosystem Restoration,"Study matter and energy flow through ecosystems. Investigate food webs, decomposition, and nutrient cycling. Design ecosystem restoration plans. Field ecology and digital ecosystem modeling. 8-10 weeks. This Curriculum focuses on Life Science, Ecology, Environmental Science, Conservation and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Ecology, Environmental Science, Conservation",5,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,50,"Amplify Science 5 - Ecosystem Restoration Study matter and energy flow through ecosystems. Investigate food webs, decomposition, and nutrient cycling. Design ecosystem restoration plans. Field ecology and digital ecosystem modeling. 8-10 weeks. This Curriculum focuses on Life Science, Ecology, Environmental Science, Conservation and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Life Science, Ecology, Environmental Science, Conservation Curriculum 5 High Classroom",True,0.46,True,0.24,False,,Curriculum,Workshop/Training,"Life Science, Ecology, Environmental Science, Conservation",Biology; Environmental Science; Other STEM
Amplify Science 5 - Earth's Water,"Investigate how water moves through Earth systems. Study water cycle, watersheds, and water conservation. Test water purification methods. Includes watershed mapping and digital water cycle simulation. 8-10 weeks. This Curriculum focuses on Earth Science, Hydrology, Environmental Science, Engineering and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Hydrology, Environmental Science, Engineering",5,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Medium,School-provided,Not required,Equipment,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,52,"Amplify Science 5 - Earth's Water Investigate how water moves through Earth systems. Study water cycle, watersheds, and water conservation. Test water purification methods. Includes watershed mapping and digital water cycle simulation. 8-10 weeks. This Curriculum focuses on Earth Science, Hydrology, Environmental Science, Engineering and serves grade 5 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Earth Science, Hydrology, Environmental Science, Engineering Curriculum 5 High Classroom",True,0.46,True,0.2837143887486477,False,,Curriculum,Workshop/Training,"Earth Science, Hydrology, Environmental Science, Engineering",Engineering; Environmental Science; Other STEM
Amplify Science 6 - Cells and Systems,"Study structure and function of cells, organs, and body systems. Investigate how systems work together for survival. Model cellular processes and system interactions. Microscopy and digital anatomy. 8-10 weeks. This Curriculum focuses on Life Science, Biology, Anatomy, Physiology and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Biology, Anatomy, Physiology",6,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,52,"Amplify Science 6 - Cells and Systems Study structure and function of cells, organs, and body systems. Investigate how systems work together for survival. Model cellular processes and system interactions. Microscopy and digital anatomy. 8-10 weeks. This Curriculum focuses on Life Science, Biology, Anatomy, Physiology and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Life Science, Biology, Anatomy, Physiology Curriculum 6 High Classroom",True,0.5,True,0.24,False,,Curriculum,Workshop/Training,"Life Science, Biology, Anatomy, Physiology",Biology; Other STEM
Amplify Science 6 - Plate Tectonics and Rock Cycling,"Investigate plate boundaries, earthquakes, and rock formation. Model convection currents and tectonic movement. Study rock cycle and geological time. Includes rock identification and digital plate modeling. 8-10 weeks. This Curriculum focuses on Earth Science, Geology, Plate Tectonics, Geophysics and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Geology, Plate Tectonics, Geophysics",6,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,52,"Amplify Science 6 - Plate Tectonics and Rock Cycling Investigate plate boundaries, earthquakes, and rock formation. Model convection currents and tectonic movement. Study rock cycle and geological time. Includes rock identification and digital plate modeling. 8-10 weeks. This Curriculum focuses on Earth Science, Geology, Plate Tectonics, Geophysics and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Earth Science, Geology, Plate Tectonics, Geophysics Curriculum 6 High Classroom",True,0.45,True,0.24,False,,Curriculum,Workshop/Training,"Earth Science, Geology, Plate Tectonics, Geophysics",Other STEM; Physics
Amplify Science 6 - Thermal Energy,"Study heat transfer and thermal equilibrium. Design insulation systems and cooling devices. Investigate molecular motion and temperature. Hands-on thermal experiments with particle modeling. 8-10 weeks. This Curriculum focuses on Physics, Thermodynamics, Energy, Engineering and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Physics, Thermodynamics, Energy, Engineering",6,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,47,"Amplify Science 6 - Thermal Energy Study heat transfer and thermal equilibrium. Design insulation systems and cooling devices. Investigate molecular motion and temperature. Hands-on thermal experiments with particle modeling. 8-10 weeks. This Curriculum focuses on Physics, Thermodynamics, Energy, Engineering and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Physics, Thermodynamics, Energy, Engineering Curriculum 6 High Classroom",True,0.46,True,0.24,False,,Curriculum,Workshop/Training,"Physics, Thermodynamics, Energy, Engineering",Engineering; Other STEM; Physics
Amplify Science 6 - Weather Patterns,"Investigate atmospheric circulation, air masses, and severe weather. Analyze weather maps and predict conditions. Study climate zones and global wind patterns. Digital weather modeling and forecasting. 8-10 weeks. This Curriculum focuses on Earth Science, Meteorology, Atmospheric Science, Data Analysis and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Meteorology, Atmospheric Science, Data Analysis",6,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,53,"Amplify Science 6 - Weather Patterns Investigate atmospheric circulation, air masses, and severe weather. Analyze weather maps and predict conditions. Study climate zones and global wind patterns. Digital weather modeling and forecasting. 8-10 weeks. This Curriculum focuses on Earth Science, Meteorology, Atmospheric Science, Data Analysis and serves grade 6 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Earth Science, Meteorology, Atmospheric Science, Data Analysis Curriculum 6 High Classroom",True,0.45,True,0.24,False,,Curriculum,Workshop/Training,"Earth Science, Meteorology, Atmospheric Science, Data Analysis",Data Science; Other STEM
Amplify Science 7 - Chemical Reactions,"Investigate how substances interact and transform. Study conservation of mass, energy in reactions, and molecular rearrangement. Conduct synthesis and decomposition experiments. Digital molecular modeling. 8-10 weeks. This Curriculum focuses on Chemistry, Chemical Reactions, Physical Science, Molecular Science and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Chemistry, Chemical Reactions, Physical Science, Molecular Science",7,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,51,"Amplify Science 7 - Chemical Reactions Investigate how substances interact and transform. Study conservation of mass, energy in reactions, and molecular rearrangement. Conduct synthesis and decomposition experiments. Digital molecular modeling. 8-10 weeks. This Curriculum focuses on Chemistry, Chemical Reactions, Physical Science, Molecular Science and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Chemistry, Chemical Reactions, Physical Science, Molecular Science Curriculum 7 High Classroom",True,0.44,True,0.24,False,,Curriculum,Workshop/Training,"Chemistry, Chemical Reactions, Physical Science, Molecular Science",Chemistry; Other STEM
Amplify Science 7 - Populations and Resources,"Study population dynamics and ecosystem carrying capacity. Investigate competition, predation, and resource availability. Analyze human impact on ecosystems. Population modeling and field ecology. 8-10 weeks. This Curriculum focuses on Life Science, Ecology, Population Biology, Environmental Science and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Ecology, Population Biology, Environmental Science",7,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,50,"Amplify Science 7 - Populations and Resources Study population dynamics and ecosystem carrying capacity. Investigate competition, predation, and resource availability. Analyze human impact on ecosystems. Population modeling and field ecology. 8-10 weeks. This Curriculum focuses on Life Science, Ecology, Population Biology, Environmental Science and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Life Science, Ecology, Population Biology, Environmental Science Curriculum 7 High Classroom",True,0.52,True,0.24,False,,Curriculum,Workshop/Training,"Life Science, Ecology, Population Biology, Environmental Science",Biology; Environmental Science; Other STEM
Amplify Science 7 - Rock Transformations,"Investigate rock cycle and mineral formation processes. Study metamorphism, crystallization, and geological processes. Identify rocks and minerals. Includes geological timescale and Earth history. 8-10 weeks. This Curriculum focuses on Earth Science, Geology, Mineralogy, Petrology and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Geology, Mineralogy, Petrology",7,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,48,"Amplify Science 7 - Rock Transformations Investigate rock cycle and mineral formation processes. Study metamorphism, crystallization, and geological processes. Identify rocks and minerals. Includes geological timescale and Earth history. 8-10 weeks. This Curriculum focuses on Earth Science, Geology, Mineralogy, Petrology and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Earth Science, Geology, Mineralogy, Petrology Curriculum 7 High Classroom",True,0.47,True,0.24,False,,Curriculum,Workshop/Training,"Earth Science, Geology, Mineralogy, Petrology",Other STEM
Amplify Science 7 - Metabolism,"Study how organisms obtain and use energy. Investigate photosynthesis, cellular respiration, and digestion. Model molecular processes in cells. Lab investigations with digital cellular modeling. 8-10 weeks. This Curriculum focuses on Life Science, Biology, Cellular Biology, Biochemistry and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Biology, Cellular Biology, Biochemistry",7,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,50,"Amplify Science 7 - Metabolism Study how organisms obtain and use energy. Investigate photosynthesis, cellular respiration, and digestion. Model molecular processes in cells. Lab investigations with digital cellular modeling. 8-10 weeks. This Curriculum focuses on Life Science, Biology, Cellular Biology, Biochemistry and serves grade 7 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Life Science, Biology, Cellular Biology, Biochemistry Curriculum 7 High Classroom",True,0.52,True,0.24,False,,Curriculum,Workshop/Training,"Life Science, Biology, Cellular Biology, Biochemistry",Biology; Chemistry; Other STEM
Amplify Science 8 - Forces and Motion,"Investigate Newton's laws through experimentation and modeling. Study velocity, acceleration, and force relationships. Design collision safety systems. Includes motion analysis and force modeling. 8-10 weeks. This Curriculum focuses on Physics, Forces, Motion, Engineering Design and serves grade 8 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Physics, Forces, Motion, Engineering Design",8,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,48,"Amplify Science 8 - Forces and Motion Investigate Newton's laws through experimentation and modeling. Study velocity, acceleration, and force relationships. Design collision safety systems. Includes motion analysis and force modeling. 8-10 weeks. This Curriculum focuses on Physics, Forces, Motion, Engineering Design and serves grade 8 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Physics, Forces, Motion, Engineering Design Curriculum 8 High Classroom",True,0.48,True,0.24,False,,Curriculum,Workshop/Training,"Physics, Forces, Motion, Engineering Design",Engineering; Other STEM; Physics
Amplify Science 8 - Genetics,"Study DNA structure, protein synthesis, and inheritance patterns. Investigate mutations and genetic variation. Analyze pedigrees and conduct genetic crosses. Digital DNA modeling and data analysis. 8-10 weeks. This Curriculum focuses on Life Science, Genetics, Molecular Biology, Biotechnology and serves grade 8 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Genetics, Molecular Biology, Biotechnology",8,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,51,"Amplify Science 8 - Genetics Study DNA structure, protein synthesis, and inheritance patterns. Investigate mutations and genetic variation. Analyze pedigrees and conduct genetic crosses. Digital DNA modeling and data analysis. 8-10 weeks. This Curriculum focuses on Life Science, Genetics, Molecular Biology, Biotechnology and serves grade 8 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Life Science, Genetics, Molecular Biology, Biotechnology Curriculum 8 High Classroom",True,0.52,True,0.24,False,,Curriculum,Workshop/Training,"Life Science, Genetics, Molecular Biology, Biotechnology",Biology; Biotechnology; Other STEM; Technology
Amplify Science 8 - Earth History,"Investigate fossil record and geological evidence of Earth's past. Study radiometric dating, fossil formation, and mass extinctions. Reconstruct ancient environments. Includes fossil analysis and timeline construction. 8-10 weeks. This Curriculum focuses on Earth Science, Paleontology, Geology, Evolution and serves grade 8 students. The program requires 8-10 weeks commitment, school-purchase, available classroom.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Paleontology, Geology, Evolution",8,School-Purchase,Classroom,8-10 weeks,,High,School-Based,Low,School-provided,Not required,Materials,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher,amplify_science,,51,"Amplify Science 8 - Earth History Investigate fossil record and geological evidence of Earth's past. Study radiometric dating, fossil formation, and mass extinctions. Reconstruct ancient environments. Includes fossil analysis and timeline construction. 8-10 weeks. This Curriculum focuses on Earth Science, Paleontology, Geology, Evolution and serves grade 8 students. The program requires 8-10 weeks commitment, school-purchase, available classroom. Earth Science, Paleontology, Geology, Evolution Curriculum 8 High Classroom",True,0.47,True,0.24,False,,Curriculum,Workshop/Training,"Earth Science, Paleontology, Geology, Evolution",Other STEM
