file_source,name,description,target_grade,reason_flagged,confidence_level,,Decisions
nsbe_jr.csv,NSBE Jr. - College Tours Program,"Organized visits to Historically Black Colleges and Universities (HBCUs) and other top engineering schools. Meet Black engineering students and faculty. Tour campus facilities, labs, and residence hal",12-Jun,Found: \bfaculty,HIGH,,Keep
nsbe_jr.csv,NSBE Jr. - Mentorship Circles,"Structured mentorship pairing NSBE Jr. members with college students and professional engineers. Monthly virtual or in-person meetings. Academic guidance, career advice, and personal development. Help",12-Jun,Found: \bcollege student,MEDIUM,,Keep
nsbe_jr.csv,NSBE Jr. - STEM Saturday Academies,"Monthly Saturday enrichment programs offering advanced STEM instruction. Topics include coding, robotics, 3D design, and engineering principles. Small class sizes with individualized attention. Projec",12-Jun,Found: \bcollege student; Found: \binstructor,MEDIUM,,
nsbe_jr.csv,NSBE Jr. - Scholarship and Financial Aid Workshops,"Workshops helping students and families navigate college funding. Information on NSBE scholarships, STEM scholarships, and general financial aid. Help completing FAFSA and scholarship applications. Es",12-Sep,Found: \bcollege student,MEDIUM,,Keep
osmo_learning.csv,Osmo - Parent and Teacher Dashboard,"Free web portal tracking child progress across all Osmo games. View skills developed, time played, levels completed, and areas for growth. Generate progress reports and set learning goals. Monitor mul",PreK-6,Found: \bteacher,LOW,,
osmo_learning.csv,Osmo - Classroom Educator Resources,"Free teaching resources including lesson plans, curriculum guides, and classroom management tools. Standards-aligned activities for integrating Osmo into K-6 classrooms. Professional development mater",K-6,Found: \beducator; Found: \bprofessional development,LOW,,
pbs_kids_stem.csv,PBS Kids - PBS Parents: STEM Activities Guide,"Free downloadable activities and lesson plans for parents and educators. Hands-on STEM projects, experiments, and learning extensions. Support children ages 2-8 with at-home science and math enrichmen",PreK-3,Found: \beducator,LOW,,
pbs_kids_stem.csv,PBS Kids - Educator Resources Portal,"Free classroom resources, lesson plans, and professional development. Standards-aligned STEM curricula for PreK-3 teachers. Access teaching guides, assessment tools, and classroom activities.",PreK-3,Found: \beducator; Found: \bteacher; Found: \bprofessional development,LOW,,
pioneer_academics.csv,Pioneer Academics - Summer Session Online Research Program,Intensive 5-week online research program for academically motivated high school students. Work one-on-one with university professors from top institutions worldwide. Conduct original research culminat,12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Artificial Intelligence and Machine Learning,"Research track exploring artificial intelligence, machine learning algorithms, and neural networks. Work with professor specializing in AI to develop original research project. Topics may include comp",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Biotechnology and Genetic Engineering,"Research in cutting-edge biotechnology including CRISPR, gene therapy, and synthetic biology. Mentored by professor with expertise in molecular biology and genetics. Design theoretical or computationa",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Neuroscience and Cognitive Science,"Research exploring brain function, cognition, and behavior. Work with neuroscience professor on topics like neural circuits, memory, consciousness, or neurological disorders. Study intersection of bio",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Astrophysics and Cosmology,"Research in astrophysics, cosmology, and space science. Work with astronomy professor on topics like exoplanets, black holes, dark matter, or the early universe. Analyze astronomical data, study theor",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Environmental Science and Climate Change,"Research addressing environmental challenges and climate science. Work with environmental science professor on sustainability, climate modeling, conservation, or renewable energy. Analyze environmenta",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Computer Science and Algorithms,"Research in theoretical or applied computer science. Work with CS professor on algorithms, complexity theory, cryptography, or software engineering. Design and analyze algorithms, explore computationa",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Mathematics and Number Theory,"Research in pure or applied mathematics. Work with mathematics professor on topics like number theory, combinatorics, topology, or mathematical modeling. Explore theoretical questions or applications ",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Biochemistry and Molecular Biology,"Research in biochemistry exploring protein structure, enzyme function, or metabolic pathways. Work with biochemistry professor on topics like drug discovery, structural biology, or cellular processes.",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Physics and Quantum Mechanics,"Research in theoretical or experimental physics. Work with physics professor on topics like quantum mechanics, particle physics, condensed matter, or thermodynamics. Explore fundamental questions abou",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Chemistry and Materials Science,"Research in organic, inorganic, physical chemistry, or materials science. Work with chemistry professor on topics like chemical synthesis, reaction mechanisms, or novel materials. Study catalysis, nan",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Engineering and Robotics,"Research in mechanical, electrical, or computer engineering. Work with engineering professor on topics like robotics, control systems, or engineering design. Study automation, sensor systems, or mecha",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Data Science and Statistics,"Research in data science, statistical analysis, or machine learning applications. Work with data science professor on topics like predictive modeling, big data analytics, or statistical inference. Stu",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Biomedical Science and Medicine,"Research in biomedical sciences exploring disease mechanisms, treatments, or medical technology. Work with medical school professor on topics like cancer biology, immunology, or drug development. Stud",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Economics and Game Theory,"Research in economics, game theory, or behavioral economics. Work with economics professor on topics like market dynamics, strategic decision-making, or economic modeling. Study microeconomics, macroe",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Psychology and Human Behavior,"Research in psychology exploring cognition, behavior, or mental health. Work with psychology professor on topics like decision-making, social psychology, or clinical psychology. Study experimental des",12-Sep,Found: \bprofessor,HIGH,,
pioneer_academics.csv,Pioneer Academics - Public Health and Epidemiology,"Research in public health addressing disease prevention, health policy, or epidemiology. Work with public health professor on topics like infectious diseases, health disparities, or healthcare systems",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Applied Mathematics and Optimization,"Research in applied mathematics focusing on optimization, operations research, or mathematical modeling. Work with professor on topics like linear programming, network flows, or algorithm optimization",12-Sep,Found: \bprofessor,HIGH,,Keep
pioneer_academics.csv,Pioneer Academics - Political Science and International Relations,"Research in political science exploring governance, policy, or international relations. Work with political science professor on topics like voting behavior, conflict resolution, or political institut",12-Sep,Found: \bprofessor,HIGH,,
pioneer_academics.csv,Pioneer Academics - Philosophy and Logic,"Research in philosophy exploring ethics, metaphysics, epistemology, or logic. Work with philosophy professor on topics like moral philosophy, philosophy of mind, or formal logic. Study argumentation, ",12-Sep,Found: \bprofessor,HIGH,,
pioneer_academics.csv,Pioneer Academics - Scholarship and Financial Aid Program,"Merit-based and need-based scholarships available for exceptional students. Partial scholarships reducing program cost for qualified applicants. Selection based on academic excellence, research potent",12-Sep,Found: \bundergraduate,MEDIUM,,Keep
polygence_research.csv,Polygence - Core Research Program,One-on-one research mentorship program pairing high school students ages 13-18 with PhD and Masters-level mentors. Students explore academic interests through personalized research projects in any sub,12-Aug,Found: \bphd; Found: \bmaster\'?s,HIGH,,Keep
polygence_research.csv,Polygence - Biotechnology and Life Sciences,"Research mentorship in biology, biotechnology, and life sciences. Explore topics like genetics, molecular biology, neuroscience, or ecology. Projects may involve computational biology, bioinformatics ",12-Aug,Found: \bphd,HIGH,,Keep
polygence_research.csv,Polygence - Engineering and Design,"One-on-one mentorship in engineering disciplines and design thinking. Explore mechanical, electrical, chemical, or biomedical engineering. Projects may involve CAD modeling, circuit design, materials ",12-Aug,Found: \bprofessor,HIGH,,Keep
polygence_research.csv,Polygence - Chemistry and Materials Science,"One-on-one research in chemistry and materials science. Explore organic chemistry, physical chemistry, or nanotechnology. Projects may involve computational chemistry, materials analysis, or chemical ",12-Aug,Found: \bphd,HIGH,,Keep
polygence_research.csv,Polygence - Psychology and Cognitive Science,"Research mentorship in psychology, neuroscience, and cognitive science. Explore behavioral psychology, cognitive processes, or mental health. Projects may involve literature reviews, survey research, ",12-Aug,Found: \bphd,HIGH,,Keep
polygence_research.csv,Polygence - Scholarship and Financial Aid,Need-based scholarships available for talented students from underrepresented backgrounds. Partial and full scholarships reducing financial barriers to research mentorship. Application process conside,12-Aug,Found: \bcollege student,MEDIUM,,Keep
rise_research.csv,RISE Germany - Research Internships in Science and Engineering,Prestigious 10-12 week summer research internship program for undergraduates at top German universities and research institutions. High school students entering college may apply. Work one-on-one with,12,Found: \bundergraduate; Found: \bphd,HIGH,,
rise_research.csv,MIT RISE - Research in Science and Engineering,"7-week summer research program at MIT for underrepresented high school students. Conduct research in engineering, computer science, or life sciences. Work with MIT faculty on authentic research projec",12-Nov,Found: \bcollege student; Found: \bfaculty,HIGH,,Keep
rise_research.csv,Stanford RISE Summer Research Program,"8-week residential research program at Stanford University for high school juniors and seniors. Students work in Stanford research labs conducting biomedical, engineering, or computational research. O",12-Nov,Found: \bgraduate student; Found: \bfaculty,HIGH,,Keep
rise_research.csv,UC Berkeley RISE Research Internship,"6-week summer research program at UC Berkeley for California high school students. Conduct research in life sciences, physical sciences, or engineering with Berkeley faculty. Residential option availa",12-Oct,Found: \bfaculty,HIGH,,Keep
rise_research.csv,Carnegie Mellon RISE Computer Science Research,"7-week summer research program focusing on computer science and robotics at Carnegie Mellon University. High school students work on AI, machine learning, human-computer interaction, or robotics proje",12-Nov,Found: \bphd; Found: \bfaculty; Found: \bprofessional development,HIGH,,Keep
rise_research.csv,Columbia RISE Biomedical Research,"8-week summer biomedical research program at Columbia University Medical Center for NYC-area high school students. Work in medical research laboratories studying disease mechanisms, drug development, ",12-Oct,Found: \bfaculty,HIGH,,Keep
rise_research.csv,University of Washington RISE Engineering Research,"6-week engineering research program for Pacific Northwest high school students. Conduct research in mechanical, electrical, civil, or biomedical engineering at UW. Faculty-mentored projects addressing",12-Oct,Found: \bfaculty; Found: \bprofessional development,HIGH,,Keep
rise_research.csv,University of Michigan RISE Research Fellows,"7-week summer research fellowship at University of Michigan for Midwest high school students. Research in natural sciences, engineering, or mathematics. Close mentorship from U-M faculty and graduate ",12-Nov,Found: \bgraduate student; Found: \bfaculty,HIGH,,Keep
rise_research.csv,Georgia Tech RISE Engineering and Computing,"6-week summer research program at Georgia Institute of Technology for high school students interested in engineering and computer science. Work on research projects in robotics, cybersecurity, materia",12-Oct,Found: \bfaculty,HIGH,,Keep
rise_research.csv,Northwestern RISE Materials Science Research,"7-week summer research program at Northwestern University focusing on materials science and nanotechnology. High school students work in cutting-edge research facilities on nanomaterials, polymers, or",12-Nov,Found: \bfaculty,HIGH,,Keep
rise_research.csv,Duke RISE Environmental Science Research,"6-week environmental science research program at Duke University for rising high school seniors. Conduct field and laboratory research on climate change, ecology, or environmental policy. Work with Du",12-Nov,Found: \bfaculty,HIGH,,Keep
rise_research.csv,University of Illinois RISE Physics and Astronomy,8-week summer research program in physics and astronomy at University of Illinois Urbana-Champaign. High school students conduct research using observatory facilities or physics laboratories. Projects,12-Nov,Found: \bgraduate student; Found: \bfaculty,HIGH,,Keep
rise_research.csv,Johns Hopkins RISE Neuroscience Research,"7-week neuroscience research program at Johns Hopkins University for high school students passionate about brain science. Work in neuroscience laboratories studying cognition, behavior, or neurologica",12-Nov,Found: \bfaculty,HIGH,,Keep
rise_research.csv,University of Pennsylvania RISE Bioengineering,"6-week bioengineering research program at UPenn for high school students interested in medical devices, tissue engineering, or computational biology. Work in Penn bioengineering laboratories on cuttin",12-Nov,Found: \bgraduate student; Found: \bfaculty,HIGH,,Keep
rise_research.csv,Rice University RISE Research Experience,"7-week summer research program at Rice University for Texas and Louisiana high school students. Research in physical sciences, life sciences, or engineering. Small cohort with individualized mentorshi",12-Oct,Found: \bfaculty,HIGH,,Keep
roblox_education.csv,Roblox Education - Educator Resources and Lesson Plans,"Free curriculum resources for teachers using Roblox Studio in classroom. Standards-aligned lesson plans, student worksheets, assessment rubrics, and classroom management guides. Support K-12 computer ",12-May,Found: \beducator; Found: \bteacher,LOW,,
samsung_solve_for_tomorrow.csv,Samsung Solve for Tomorrow - National STEM Competition,Annual nationwide competition challenging grades 6-12 public school students to solve real-world issues in their communities using STEM. Teams of students and teachers propose solutions to local probl,12-Jun,Found: \bteacher,LOW,,Keep
samsung_solve_for_tomorrow.csv,Samsung Solve for Tomorrow - Phase 1: Idea Submission,"Initial phase requiring teams to identify community problem and propose STEM-based solution. Submit 350-word description explaining issue, why it matters, and how STEM can address it. Teams brainstorm",12-Jun,Found: \bteacher,LOW,,
samsung_solve_for_tomorrow.csv,Samsung Solve for Tomorrow - Teacher Professional Development,"Free professional development resources for teachers facilitating competition teams. Curriculum guides, lesson plans, and STEM teaching strategies. Webinars on project-based learning, design thinking,",12-Jun,Found: \beducator; Found: \bteacher; Found: \bprofessional development,LOW,,
scholly_stem.csv,Scholly - Minority STEM Leaders Scholarship,"$1,500-$7,500 scholarship for underrepresented minority students pursuing STEM degrees. Open to Black, Hispanic/Latinx, and Native American students. Essay about experiences with diversity in STEM and",12-Sep,Found: \bcollege student,MEDIUM,,Keep
scholly_stem.csv,Scholly - First-Generation STEM Scholars,"$1,000-$5,000 scholarship for first-generation college students pursuing STEM degrees. Open to students whose parents did not complete four-year college degree. Essay about challenges of being first-g",12-Sep,Found: \bcollege student,MEDIUM,,Keep
science_research_mentorship.csv,Columbia University Science Honors Program (SHP),Academic year program for NYC-area high school students. Saturday morning classes and research seminars in science and mathematics. Taught by Columbia faculty. Students engage with cutting-edge resear,12-Sep,Found: \bfaculty,HIGH,,Keep
science_research_mentorship.csv,Polygence Research Academy - Virtual Mentorship,One-on-one virtual research mentorship connecting high school students with PhD mentors. Students design and complete independent research projects over 10-16 weeks. Flexible scheduling and broad rese,12-Sep,Found: \bphd,HIGH,,Keep
science_research_mentorship.csv,Simons Summer Research Program at Stony Brook,"Seven-week paid research internship at Stony Brook University. Students work closely with faculty mentors on cutting-edge research in science, math, or engineering. Weekly stipend provided. Program cu",12-Nov,Found: \bfaculty,HIGH,,Keep
science_research_mentorship.csv,Johns Hopkins University Research Internship,"Summer research program pairing high school students with JHU faculty. Work in biomedical, engineering, or science labs. Gain hands-on research experience and learn about academic careers. Program inc",12-Nov,Found: \bfaculty,HIGH,,Keep
science_research_mentorship.csv,Garcia Center for Polymers at Engineered Interfaces - Summer Research,Seven-week residential research program at Stony Brook for high school students. Focus on materials science and polymer research. Students design and conduct experiments with mentorship from faculty a,12-Oct,Found: \bgraduate student; Found: \bfaculty,HIGH,,Keep
science_research_mentorship.csv,Broad Summer Scholars Program (BSSP),"Five-week paid summer research program at Broad Institute of MIT and Harvard. Students conduct genomics and biomedical research. Professional development workshops, college prep, and mentorship from l",12-Nov,Found: \bprofessional development,MEDIUM,,Keep
science_research_mentorship.csv,Veritas Research Scholars Program,"Year-long virtual research mentorship program. Students work one-on-one with PhD mentors to complete independent research projects. Flexible scheduling, comprehensive research training, and support th",12-Sep,Found: \bphd,HIGH,,Keep
science_research_mentorship.csv,Yale Science & Engineering Association (YSEA) Research Apprenticeship,Summer research program placing Connecticut high school students in Yale research labs. Work with faculty on active research projects. Stipend provided. Focus on increasing diversity in STEM research ,12-Nov,Found: \bfaculty,HIGH,,Keep
science_research_mentorship.csv,Boston University Research in Science & Engineering (RISE) Program,Six-week summer research internship for high school students. Work in BU labs on active research projects. Weekly professional development workshops. Program includes college credit option and stipend,12-Oct,Found: \bprofessional development,MEDIUM,,Keep
science_research_mentorship.csv,UC Davis Young Scholars Program (YSP),"Free six-week residential research program for California high school students. Students conduct independent research projects with UC Davis faculty mentors. All expenses covered including housing, me",11-Oct,Found: \bfaculty,HIGH,,Keep
science_research_mentorship.csv,Carnegie Mellon SAMS Research Component,"Part of Summer Academy for Math and Science program. Students conduct independent research projects with CMU faculty. Focus on STEM research skills, college prep, and building research portfolio. Full",11,Found: \bfaculty,HIGH,,Keep
science_research_mentorship.csv,Caltech SURF - High School Component,"Summer Undergraduate Research Fellowship program with limited spots for exceptional high school students. Ten-week paid research at Caltech. Work with faculty on cutting-edge projects. Stipend, housin",12-Nov,Found: \bundergraduate; Found: \bfaculty,HIGH,,Keep
science_research_mentorship.csv,Fred Hutchinson Cancer Center High School Internship,"Eight-week summer research internship for Seattle-area students. Work in cancer research labs at Fred Hutch. Stipend provided. Weekly seminars on cancer biology, research careers, and professional dev",12-Nov,Found: \bprofessional development,LOW,,Keep
science_research_mentorship.csv,Michigan State University High School Honors Science Program (HSHSP),"Seven-week residential research program for high school students. Conduct independent research with MSU faculty. Includes research training, college courses, social activities, and final symposium. Hi",11-Oct,Found: \bfaculty,HIGH,,Keep
ssp_summer_program.csv,Summer Science Program (SSP) - Astrophysics at New Mexico Tech,39-day residential research program for rising 10th and 11th graders at New Mexico Institute of Mining and Technology. Students conduct hands-on astrophysics research using university telescopes to tr,11-Oct,Found: \bfaculty,HIGH,,Keep
ssp_summer_program.csv,Summer Science Program (SSP) - Biochemistry at Indiana University,39-day residential research program for rising 10th and 11th graders at Indiana University Bloomington. Students explore frontiers of biochemistry through hands-on research and coursework. Study prote,11-Oct,Found: \bfaculty,HIGH,,Keep
ssp_summer_program.csv,Summer Science Program (SSP) - Financial Aid and Accessibility,"Comprehensive financial aid program ensuring talented students from all economic backgrounds can attend. Need-based financial aid covering tuition, room, and board. Travel assistance available for stu",11-Oct,Found: \bcollege student,MEDIUM,,Keep
swe_high_school.csv,SWE - Collegiate Section Mentorship Program for HS Students,"Mentorship program connecting high school girls with women engineering students and professionals. Monthly meetings, career guidance, college prep support, and networking opportunities.",12-Oct,Found: \bcollegiate,MEDIUM,,Keep
tech_internships_hs.csv,Amazon Future Engineer Summer Internship,"Paid summer internship for high school students interested in software engineering and computer science. Students work on real Amazon projects, receive mentorship from Amazon engineers, and participat",12,Found: \bprofessional development,LOW,,Keep
tech_internships_hs.csv,Apple Pathways Alliance Program,"Year-round program for high school students from underrepresented communities interested in technology careers. Includes summer internship component where students work on real Apple projects, receive",12-Nov,Found: \bprofessional development,LOW,,Keep
tinkercad.csv,Tinkercad Educator Resources,"Free lesson plans, classroom activities, and teacher guides for K-12. Standards-aligned curriculum integration resources. Professional development for educators.",K-12,Found: \beducator; Found: \bteacher; Found: \bprofessional development,LOW,,
typingclub.csv,TypingClub - Teacher Portal and Classroom Management,"Free teacher accounts for classroom management. Assign lessons, track student progress, and view class analytics. Create typing curriculum aligned to education standards. Monitor 30+ students simultan",K-12,Found: \bteacher,LOW,,
university_stem_mentorship.csv,MIT THINK Scholars Program,Year-long research mentorship program connecting high school students with MIT graduate student mentors. Students propose and execute original research projects in any STEM field. Virtual mentorship w,12-Sep,Found: \bgraduate student,HIGH,,Keep
university_stem_mentorship.csv,Stanford Pre-Collegiate Studies - Online High School,Part-time online courses and mentorship from Stanford faculty and graduate students. STEM courses with small class sizes and individualized attention. Students engage in project-based learning with me,12-Sep,Found: \bgraduate student; Found: \bcollegiate; Found: \bfaculty,HIGH,,Keep
university_stem_mentorship.csv,Caltech Student-Faculty Programs,"Summer research mentorship connecting high school students with Caltech faculty labs. Students work on cutting-edge research projects in physics, chemistry, biology, or engineering. Full-time summer c",12-Nov,Found: \bfaculty,HIGH,,Keep
university_stem_mentorship.csv,Johns Hopkins Center for Talented Youth (CTY) Online,"Advanced online STEM courses with instructor mentorship for gifted students. Small class sizes with personalized feedback and guidance. Courses in mathematics, computer science, and sciences. Year-rou",12-Jul,Found: \binstructor,LOW,,Keep
university_stem_mentorship.csv,Carnegie Mellon AI Scholars Program,Virtual mentorship program teaching artificial intelligence and machine learning to high school students. Weekly online sessions with CMU faculty and graduate students. Hands-on projects applying AI t,12-Sep,Found: \bgraduate student; Found: \bfaculty,HIGH,,Keep
university_stem_mentorship.csv,Columbia Science Honors Program,Saturday enrichment program at Columbia University for high school students. Advanced STEM courses taught by Columbia faculty. Hands-on laboratories and research projects. Academic year program buildi,12-Sep,Found: \bfaculty,HIGH,,Keep
university_stem_mentorship.csv,University of Chicago Research in the Biological Sciences (RIBS),"Summer research program pairing students with UChicago biology faculty. Full-time laboratory research experience in molecular biology, genetics, or neuroscience. Students receive stipend and housing. ",12-Nov,Found: \bfaculty,HIGH,,Keep
university_stem_mentorship.csv,Duke TIP Online Courses,"Advanced online STEM courses with instructor mentorship. Small classes with personalized feedback and college-prep curriculum. Mathematics, computer science, and science courses. Self-paced and instru",12-Jul,Found: \binstructor,MEDIUM,,Keep
university_stem_mentorship.csv,Northwestern University Center for Talent Development (CTD),Gifted education programs including online courses and summer programs with university faculty mentorship. Advanced STEM courses with personalized instruction. Virtual and in-person options. Year-roun,12-Jul,Found: \bfaculty,HIGH,,
vex_robotics_programs.csv,VEX U Competition,University-level robotics competition for college students. Teams design custom robots with fewer restrictions than high school competition. Emphasizes advanced engineering design and autonomous progr,College,Found: \bcollege student,MEDIUM,,
wonder_workshop.csv,Wonder Workshop - Classroom Management Portal,"Free teacher dashboard managing student progress, robot inventory, and lesson planning. Track class activities, share resources, and monitor learning objectives. Professional development tools.",K-8,Found: \bteacher; Found: \bprofessional development,LOW,,
wonder_workshop.csv,Wonder Workshop - Professional Development,"Free online training for educators using Wonder robots. Webinars, video tutorials, and best practices for classroom implementation. Earn PD certificates.",K-8,Found: \beducator; Found: \bprofessional development,LOW,,
wonder_workshop.csv,Wonder Workshop - Project Library,"Free library of project ideas, challenges, and lesson extensions. Browse by grade level, subject, or skill. Teacher-created and community-shared resources.",K-8,Found: \bteacher,LOW,,
